# Fix print output for fix 48121
0 0  300
10000 -53.1781056402063  335.59951839747
20000 -64.5670046543604  313.867879312429
30000 15.4345390247823  288.850239031727
40000 6.88054326677704  298.669742888388
50000 1.34496911211057  291.357513813464
60000 -6.72535969320187  311.905326182109
70000 35.1715596978952  296.792506376973
80000 -8.23372243095949  314.063576252088
90000 -64.1139988718357  338.506637479676
100000 -42.1764235678071  323.708613783558
110000 -44.5861350533132  319.560801846226
120000 -32.4057611358697  331.432698864634
130000 -29.2578020727955  330.585989956656
140000 -14.2458193873331  308.180619587404
150000 -36.3904603365716  336.346712761458
160000 -58.1547319392169  332.456599138167
170000 -79.6922632880531  332.308256627997
180000 -87.2112173086995  342.798773181372
190000 -107.439245410522  344.559017486264
200000 -90.7390877677262  324.202877620801
210000 -73.3524071848388  335.056926178073
220000 -74.9188778436181  329.04970176298
230000 -70.4285348537537  343.417127639977
240000 -96.7830598089325  360.083666567719
250000 -81.6861671769028  329.433023911793
260000 -104.70992629716  350.305322004167
270000 -147.41814112369  356.986471772004
280000 -62.0313647407617  309.617629983437
290000 -108.014594837869  348.606665666539
300000 -81.260298426628  333.207068540712
310000 -127.337742062933  344.4380537847
320000 -84.2679795288554  352.599489660854
330000 -137.915322448927  341.7191914979
340000 -82.5803991409313  323.330115795498
350000 -132.675070464021  363.21849562685
360000 -168.507743923593  364.901237779566
370000 -137.661036415706  346.437539050426
380000 -154.485093787355  353.424075786246
390000 -149.283907140583  359.865719505357
400000 -159.883497134602  359.400617257988
410000 -158.589498369342  378.19288718021
420000 -142.108428406822  356.263886727811
430000 -131.115925780675  356.088082623794
440000 -116.448597698553  330.713144992332
450000 -156.870700526507  369.674038518615
460000 -182.840745991138  395.510619744055
470000 -216.573567426773  359.475530184957
480000 -200.484861113936  384.419722133232
490000 -171.827744764504  365.140898641084
500000 -210.188333208709  386.518946676328
510000 -176.408788590144  364.06777975185
520000 -267.793088511869  401.827322680393
530000 -226.053857387491  383.015547988701
540000 -222.4107938139  396.905528177544
550000 -243.463827258348  386.719543168287
560000 -295.258339822582  426.850217869253
570000 -298.500849923605  395.606171377748
580000 -245.807598304152  388.945596612166
590000 -228.807065220547  386.562587083852
600000 -268.323782722773  371.94154295457
610000 -279.036153198931  400.621998535489
620000 -265.535055967001  384.823381661284
630000 -236.7363109867  389.80859584239
640000 -220.609514848986  382.837018989189
650000 -281.789257896427  411.274238627758
660000 -327.390091994316  397.371074611572
670000 -303.366329455169  403.649073051686
680000 -316.058798272971  407.488827062892
690000 -331.381987445258  418.927013400063
700000 -313.053752884177  421.920997852441
710000 -305.362475717329  385.834343519245
720000 -377.445373679784  426.430477617762
730000 -363.945884767192  415.807449710981
740000 -323.909484141777  416.68665804833
750000 -343.035096609449  392.371304878209
760000 -389.168014294756  438.190788429767
770000 -292.280190654378  407.977891892996
780000 -413.583481226728  428.728231337885
790000 -404.641761577048  437.337197254469
800000 -342.76053490683  433.016961147454
810000 -317.042350181477  424.087749626733
820000 -329.776804385023  441.443153322849
830000 -340.54068446883  422.343694865671
840000 -306.552128706606  416.304946497336
850000 -334.830649034592  427.454683969553
860000 -365.186695672732  443.495496896862
870000 -381.789724171091  444.728843103763
880000 -363.9303509226  428.902510397739
890000 -400.186663052323  440.133604243389
900000 -372.949332615954  428.089536639184
910000 -403.978410472601  445.358873807513
920000 -398.81690300398  443.433733649812
930000 -355.81630477874  434.733679157992
940000 -375.864627537239  443.384311168927
950000 -345.649557230248  428.886101160718
960000 -404.457348341595  478.015720559898
970000 -355.866237108647  411.725620427871
980000 -362.358594844809  435.279450283624
990000 -382.931002196934  456.289889676295
1000000 -408.538192226649  458.261909504842
1010000 -420.629730626003  458.318536145396
1020000 -362.916581382555  437.965371899749
1030000 -399.086774517577  447.583657389392
1040000 -433.065696862286  438.450149135638
1050000 -442.021473367146  460.511403272051
1060000 -449.929560058936  473.310743560126
1070000 -451.389609974874  454.280636522926
1080000 -443.64110675728  453.154379634341
1090000 -425.209204702427  447.918825531564
1100000 -390.335865223805  434.954051439947
1110000 -441.530679743285  457.108142018918
1120000 -420.98917222104  442.201115356324
1130000 -485.881549812792  458.74337077702
1140000 -531.241376240211  483.619979719468
1150000 -531.040160931589  518.958972290295
1160000 -530.005920809447  509.033473062862
1170000 -522.705210049789  487.034421976581
1180000 -539.489014241448  479.138595643882
1190000 -552.514189082726  494.888165426526
1200000 -536.546131897113  493.796800776919
1210000 -556.430531629798  516.771389143524
1220000 -582.371806032043  517.037209787525
1230000 -455.913124333984  499.586184335966
1240000 -462.863887111273  498.725790288873
1250000 -457.058526791134  486.178010449273
1260000 -484.985634862076  485.888638800428
1270000 -541.806405269303  503.974389769817
1280000 -430.560576651766  467.709965403317
1290000 -442.853690722646  493.919902974555
1300000 -518.828431351536  533.713858842586
1310000 -508.426387636868  494.134996874252
1320000 -500.434972470873  485.226304449862
1330000 -427.496325177883  478.024361696935
1340000 -504.164296575974  512.712664747022
1350000 -567.16578726415  532.24569347711
1360000 -483.553822227765  486.064164500016
1370000 -530.537247116633  502.248230743297
1380000 -581.95298521314  522.972845882785
1390000 -524.867210773104  503.52724984206
1400000 -536.622044324761  498.451723524667
1410000 -562.177050676812  509.685685348511
1420000 -629.23291851965  553.322672336509
1430000 -563.27872538565  517.897289998281
1440000 -612.225239275459  507.387852312692
1450000 -567.42191573005  526.403698268896
1460000 -582.080133896864  512.801538201673
1470000 -570.168206349229  537.43086691405
1480000 -571.664386489998  526.534151182896
1490000 -578.948529364805  542.097241780199
1500000 -580.891451910251  524.961298921538
1510000 -549.932099451344  474.726238323238
1520000 -655.75154183426  532.462550005309
1530000 -612.149879437967  561.883048836253
1540000 -637.860674495239  533.643878818462
1550000 -616.597698945409  560.559677137247
1560000 -660.813729679306  519.317475164341
1570000 -651.244645912644  532.368488833261
1580000 -652.53503050176  514.509309997509
1590000 -701.300933989017  558.160207892602
1600000 -546.566816392448  525.923432158606
1610000 -494.540556084794  506.317326400417
1620000 -576.506785530511  549.611901955302
1630000 -576.799775607838  542.896248335991
1640000 -547.682190019218  514.764917505654
1650000 -538.714117473259  536.396706424986
1660000 -694.033987406876  600.733021013654
1670000 -535.743041705527  507.330830470978
1680000 -556.939286639253  542.496719786781
1690000 -618.792481629846  548.147960173042
1700000 -581.321947309929  509.800311663968
1710000 -577.515808777593  536.164945054778
1720000 -593.533279444025  530.853647355978
1730000 -628.017521057336  538.096051844977
1740000 -538.967031035463  535.938679494812
1750000 -668.622179259918  559.111697143674
1760000 -638.504344745824  552.458331418855
1770000 -711.812036390148  597.704886481425
1780000 -655.923287499204  552.263237811299
1790000 -665.99671061996  572.575248703868
1800000 -629.812562439801  555.784005593531
1810000 -677.425301983685  550.30828059449
1820000 -741.062024575385  584.83615611129
1830000 -723.208596532792  610.522865267396
1840000 -754.091523962187  613.564442260783
1850000 -705.338857403221  580.187486410053
1860000 -687.972481446148  597.600502706526
1870000 -635.365237651534  594.982980800038
1880000 -538.789697929047  558.303583153657
1890000 -631.036086298304  576.181027966508
1900000 -718.630029430613  602.144461644669
1910000 -669.248509295532  596.222453274303
1920000 -665.492781348997  573.845389395862
1930000 -584.05917360741  568.874402411374
1940000 -623.698869239007  593.944732133417
1950000 -704.970914875102  622.719948862402
1960000 -630.049712183821  566.089717309288
1970000 -726.329934948937  631.368601838479
1980000 -658.858365982679  583.410097046631
1990000 -649.707560479004  571.489134466127
2000000 -600.152056309306  561.842199797777
2010000 -703.039768509789  598.832340700962
2020000 -758.748658620088  611.153058473353
2030000 -777.501859774589  611.218989827617
2040000 -725.531044703672  591.020126677701
2050000 -711.416414728474  590.346157371137
2060000 -728.868215302994  608.781845526237
2070000 -645.675800036378  609.329793045787
2080000 -695.234906737687  591.921878244056
2090000 -698.574592803228  594.395776404601
2100000 -689.038071102452  585.310585960135
2110000 -666.451906171142  603.665297773772
2120000 -746.940903818644  612.098834689932
2130000 -754.605696023627  649.3424569873
2140000 -691.137706812334  605.882033757433
2150000 -763.030414953046  672.821725147445
2160000 -713.308647870424  630.830815787903
2170000 -709.065384379953  601.971453513989
2180000 -751.065565346755  626.01114692269
2190000 -763.357575620939  619.04276679621
2200000 -607.146356298633  586.686505092406
2210000 -779.319954075744  636.871503397167
2220000 -801.561920643096  656.785339779569
2230000 -772.193337911902  626.236117315039
2240000 -768.102750602719  660.145535499697
2250000 -734.591670460162  661.002207034739
2260000 -787.308361680136  673.319349035868
2270000 -809.600441370921  642.221186654552
2280000 -854.651166907813  683.572099747375
2290000 -802.348408688869  615.381698884678
2300000 -921.257265493355  676.745064344387
2310000 -848.363986126223  626.939808798751
2320000 -760.910447269212  667.920715901151
2330000 -703.911693672422  588.327498130692
2340000 -785.400060776789  678.308511410985
2350000 -800.340112349053  669.801326717766
2360000 -860.793756231175  702.930694512718
2370000 -830.562652995985  696.56562889103
2380000 -740.298573975149  627.393113815194
2390000 -707.294205018063  647.769666202456
2400000 -869.636284210382  684.10529590291
2410000 -712.758904246928  615.48021141535
2420000 -923.366656751999  716.597734767502
