LAMMPS data file via write_data, version 3 Mar 2020, timestep = 10000000

333 atoms
4 atom types

-4.0000000000000000e+01 4.0000000000000000e+01 xlo xhi
-4.0000000000000000e+01 4.0000000000000000e+01 ylo yhi
-4.0000000000000000e+01 4.0000000000000000e+01 zlo zhi

Masses

1 12.0107
2 12.0107
3 12.0107
4 1.00794

Atoms # full

326 141 3 -6.1838481002832180e-04 -2.4602453954000310e+01 -3.6303614517670077e+01 -3.5233393963252047e+00 15 -1 -1
327 141 3 -6.1838481002832180e-04 -2.5189604187841290e+01 -3.6443446441970210e+01 -4.5736971301028397e+00 15 -1 -1
318 137 3 -1.4702494228942264e-04 -1.3548054381074685e+01 -2.0434202969102870e+01 5.4903531758258648e+00 6 -7 -7
319 137 3 -7.0706953115939886e-04 -1.3323527008611093e+01 -2.1628402057853137e+01 5.3406132551445058e+00 6 -7 -7
244 98 3 -6.2403257084925334e-04 -6.3709886165694796e-01 -3.3365430431096861e+01 8.8426754285798381e+00 23 -9 -13
245 98 3 -6.2403257084819863e-04 -1.2143917427070312e+00 -3.3826745044277480e+01 9.8560768889753430e+00 23 -9 -13
271 112 3 -7.2879478637946637e-04 -1.8368945369186850e+01 -3.1412803137361898e+01 2.2952680773136400e+01 6 -11 -1
272 112 3 -1.7409975459641014e-04 -1.8011094465339404e+01 -3.2401061290880833e+01 2.3616208888053819e+01 6 -11 -1
261 107 3 -1.5957802666682896e-04 -1.7537818074261342e+01 -3.3473236634860122e+01 2.4228889290664291e+01 -1 -15 6
262 107 3 -7.3436745294230832e-04 -1.7084710564768908e+01 -3.4425542224637105e+01 2.4837967373717774e+01 -1 -15 6
298 126 3 -4.9740232484027369e-04 -9.2739317265838004e+00 -7.7265056306379671e+00 -1.9543033878246054e+00 -2 -17 12
297 126 3 -5.6302194317526741e-05 -8.1828533075501824e+00 -7.2472859642974505e+00 -1.7218107225685935e+00 -2 -17 12
159 53 3 4.2950936991476563e-03 -1.0512664706905845e+00 -8.9300128142258384e+00 -1.9193647611359272e+00 -27 -24 -13
158 53 3 -2.4404744136132944e-03 -2.1850709180506009e+00 -9.4965161226436194e+00 -1.7791387930180460e+00 -27 -24 -13
176 62 3 6.8941026418277776e-04 -3.2444456002278805e+00 -1.0165438816734646e+01 -1.6870219142929299e+00 -19 24 28
175 62 3 -6.2991893071295824e-04 -4.2977401614887469e+00 -1.0798705180865829e+01 -1.5641560374582628e+00 -19 24 28
107 26 3 4.0371271608841061e-03 -1.7525518131703632e-01 -6.9251847481670747e+00 -2.7565580440524320e+00 17 24 0
223 87 3 3.2868399861155778e-04 -1.4240804645542076e+01 -5.0039926842189724e+00 -4.3911659118215357e-01 -25 -10 2
224 87 3 -1.7734120964669475e-03 -1.5430020336107377e+01 -5.1431097809387971e+00 -1.0391749330016671e-02 -25 -10 2
227 89 3 -2.1273546113299846e-04 -7.0520369218147838e+00 -6.7221551489402396e+00 -1.3552724893335593e+00 3 -22 39
242 97 3 -2.6106029267829178e-04 -1.3008645450703517e+01 -4.9444739297948619e+00 -8.9409198051318695e-01 -8 14 -5
243 97 3 1.5297005013907572e-04 -1.1779911249337465e+01 -4.7660728421350749e+00 -1.4195791905399582e+00 -8 14 -5
