LAMMPS data file via write_data, version 3 Mar 2020, timestep = 10000000

228 atoms
4 atom types

-4.0000000000000000e+01 4.0000000000000000e+01 xlo xhi
-4.0000000000000000e+01 4.0000000000000000e+01 ylo yhi
-4.0000000000000000e+01 4.0000000000000000e+01 zlo zhi

Masses

1 12.0107
2 12.0107
3 12.0107
4 1.00794

Atoms # full

94 19 3 -5.0645843296523441e-04 -1.2292313397532460e+01 -2.7105652504169267e+01 -3.5267292063354027e+01 -4 9 18
93 19 3 -5.0645843296526216e-04 -1.3362208780396744e+01 -2.6585017417000262e+01 -3.5177136421425544e+01 -4 9 18
128 37 3 -4.9714727310101736e-04 -1.6196201821886473e+00 -3.6210770973771481e+01 -2.5498198537076355e+01 -31 59 -20
127 37 3 -4.8434216545842346e-04 -1.6208049231330472e+00 -3.5483914240576617e+01 -2.4518288768339769e+01 -31 59 -20
203 76 3 -5.1098172928776275e-04 -1.0431629820663453e+01 -3.9688150806046060e+01 3.1618596586971844e+01 -5 -15 0
166 57 3 -5.0730740132173824e-04 -3.2363767624933772e+01 -3.7110622306956382e+00 -3.1007325159634881e+01 28 -5 -24
167 57 3 -5.0730740132176599e-04 -3.3325284719771346e+01 -4.4274868322487428e+00 -3.1102466542845523e+01 28 -5 -24
82 13 3 -6.6061297316677425e-04 -9.0638357764397561e+00 -1.5707345431970987e+01 -1.7323907172513362e+01 -29 16 -45
83 13 3 -5.5158594229498537e-05 -9.1043118313893974e+00 -1.4907346678078303e+01 -1.6402910193381679e+01 -29 16 -45
178 63 3 -5.0699475886759049e-04 -2.0415384575286506e+01 -3.6654438408500081e+00 -1.5830025044817301e+01 -26 -11 -3
177 63 3 -5.0699475886686884e-04 -1.9699033905398075e+01 -3.1250527577348888e+00 -1.6625482118577686e+01 -26 -11 -3
172 60 3 -2.9985713383787194e-04 -9.0330336922028351e+00 -1.4083103664441419e+01 -1.5359951752527442e+01 -8 2 -2
171 60 3 -1.3367371543561435e-04 -8.9089761112558197e+00 -1.3330144826902298e+01 -1.4259464984275056e+01 -8 2 -2
