# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -65499.8 296.562 297.83 299.934
40000 -65499.4 297.017 299.146 300.281
60000 -65497.5 296.964 300.005 300.108
80000 -65497.5 296.757 299.544 299.932
100000 -65496.9 296.858 299.632 300.036
120000 -65496 296.852 299.256 300.079
140000 -65495.5 296.912 299.6 300.103
160000 -65495.1 296.923 299.789 300.09
180000 -65494.6 296.916 299.871 300.072
200000 -65495.3 297.028 300.083 300.172
220000 -65495.1 297.072 300.105 300.219
240000 -65494.8 297.028 300.157 300.162
260000 -65494.4 297.092 300.315 300.215
280000 -65493.9 297.073 300.292 300.195
300000 -65494.1 297.025 300.244 300.147
320000 -65493.8 297.058 300.102 300.203
340000 -65493.2 297.04 300.023 300.193
360000 -65492.9 297.084 299.964 300.252
380000 -65492.7 297.029 299.873 300.2
400000 -65492.3 296.997 299.933 300.156
420000 -65491.7 297.028 299.928 300.192
440000 -65491.4 297.019 299.986 300.175
460000 -65491.1 297.022 300.077 300.166
480000 -65490.6 297.052 300.143 300.191
500000 -65489.9 297.022 300.036 300.171
520000 -65489.5 297.011 300.141 300.144
540000 -65489.1 297.013 300.163 300.144
560000 -65488.8 297.018 300.065 300.163
580000 -65488.5 297.001 300.04 300.147
600000 -65488.2 297.01 300.061 300.154
620000 -65487.8 296.991 300.026 300.137
640000 -65487.4 296.992 299.914 300.153
660000 -65487.2 296.99 299.901 300.152
680000 -65486.9 296.953 299.848 300.117
700000 -65486.6 296.951 299.791 300.122
720000 -65486.3 296.952 299.835 300.117
740000 -65486.1 296.95 299.9 300.106
760000 -65485.9 296.964 299.895 300.123
780000 -65485.9 296.956 299.876 300.116
800000 -65485.9 296.934 299.861 300.093
820000 -65485.9 296.915 299.864 300.071
840000 -65485.8 296.888 299.87 300.039
860000 -65485.7 296.883 299.897 300.03
880000 -65485.6 296.881 299.957 300.02
900000 -65485.6 296.888 299.995 300.023
920000 -65485.6 296.914 300.003 300.052
940000 -65485.7 296.906 299.942 300.051
960000 -65485.6 296.919 299.918 300.068
980000 -65485.5 296.917 299.962 300.06
1000000 -65485.4 296.895 299.937 300.039
1020000 -65485.3 296.895 299.875 300.047
1040000 -65485.1 296.9 299.859 300.055
1060000 -65484.8 296.902 299.853 300.058
1080000 -65484.7 296.879 299.866 300.029
1100000 -65484.6 296.861 299.825 300.015
1120000 -65484.5 296.86 299.816 300.015
1140000 -65484.4 296.857 299.867 300.004
1160000 -65484.3 296.842 299.945 299.977
1180000 -65484.1 296.832 299.942 299.967
1200000 -65483.9 296.826 299.901 299.965
1220000 -65483.7 296.818 299.949 299.949
1240000 -65483.7 296.803 299.917 299.936
1260000 -65483.6 296.795 299.872 299.933
1280000 -65483.6 296.795 299.846 299.937
1300000 -65483.5 296.805 299.876 299.943
1320000 -65483.5 296.816 299.847 299.96
1340000 -65483.4 296.799 299.843 299.941
1360000 -65483.5 296.801 299.848 299.943
1380000 -65483.5 296.805 299.869 299.945
1400000 -65483.6 296.801 299.864 299.94
1420000 -65483.6 296.799 299.85 299.94
1440000 -65483.6 296.802 299.875 299.941
1460000 -65483.7 296.793 299.842 299.934
1480000 -65483.7 296.793 299.851 299.933
1500000 -65483.7 296.804 299.877 299.942
1520000 -65484 296.814 299.926 299.948
1540000 -65485.2 296.815 299.916 299.95
1560000 -65486.6 296.808 299.914 299.942
1580000 -65487.8 296.809 299.914 299.944
1600000 -65489 296.812 299.922 299.945
1620000 -65490.3 296.815 299.932 299.948
1640000 -65491.6 296.805 299.944 299.934
1660000 -65492.7 296.797 299.912 299.93
1680000 -65493.9 296.791 299.931 299.92
1700000 -65495.1 296.794 299.929 299.924
1720000 -65496.2 296.79 299.931 299.92
1740000 -65497.3 296.799 299.961 299.925
1760000 -65498.4 296.797 299.947 299.925
1780000 -65499.4 296.8 299.916 299.933
1800000 -65500.4 296.802 299.889 299.939
1820000 -65501.4 296.806 299.882 299.944
1840000 -65502.4 296.802 299.882 299.939
1860000 -65503.4 296.794 299.898 299.929
1880000 -65504.2 296.79 299.908 299.923
1900000 -65505.1 296.797 299.921 299.929
1920000 -65506 296.801 299.905 299.935
1940000 -65506.8 296.808 299.904 299.943
1960000 -65507.6 296.803 299.913 299.937
1980000 -65508.4 296.803 299.918 299.936
2000000 -65509.2 296.805 299.916 299.938
2020000 -65510 296.801 299.909 299.935
2040000 -65510.8 296.79 299.877 299.926
2060000 -65511.6 296.798 299.866 299.937
2080000 -65512.4 296.798 299.889 299.934
2100000 -65513.1 296.796 299.912 299.929
2120000 -65513.9 296.79 299.931 299.92
2140000 -65514.6 296.786 299.917 299.917
2160000 -65515.3 296.786 299.92 299.916
2180000 -65516.1 296.785 299.904 299.917
2200000 -65516.8 296.783 299.927 299.912
2220000 -65517.5 296.785 299.913 299.916
2240000 -65518.1 296.787 299.911 299.918
2260000 -65518.7 296.786 299.964 299.91
2280000 -65519.4 296.788 299.943 299.915
2300000 -65520 296.778 299.937 299.905
2320000 -65520.7 296.775 299.955 299.899
2340000 -65521.3 296.772 299.934 299.898
2360000 -65522 296.774 299.956 299.898
2380000 -65522.6 296.774 299.97 299.896
2400000 -65523.2 296.775 299.968 299.897
2420000 -65523.7 296.774 299.965 299.897
2440000 -65524.3 296.77 299.948 299.895
2460000 -65524.8 296.773 299.925 299.9
2480000 -65525.4 296.773 299.918 299.901
2500000 -65525.9 296.776 299.931 299.903
2520000 -65526.5 296.776 299.92 299.904
2540000 -65527 296.773 299.92 299.901
2560000 -65527.6 296.774 299.93 299.902
2580000 -65528.6 296.781 299.93 299.91
2600000 -65529.6 296.785 299.949 299.911
2620000 -65530.6 296.78 299.937 299.908
2640000 -65531.6 296.772 299.918 299.901
2660000 -65532.5 296.774 299.925 299.902
2680000 -65533.5 296.774 299.931 299.901
2700000 -65534.4 296.777 299.913 299.907
2720000 -65535.3 296.777 299.908 299.907
2740000 -65536.2 296.78 299.918 299.91
2760000 -65537.1 296.777 299.913 299.907
2780000 -65538.1 296.78 299.918 299.909
2800000 -65539.1 296.779 299.904 299.911
2820000 -65539.9 296.781 299.917 299.91
2840000 -65540.9 296.779 299.916 299.909
2860000 -65541.8 296.782 299.918 299.912
2880000 -65542.7 296.789 299.927 299.919
2900000 -65543.5 296.792 299.944 299.92
2920000 -65544.4 296.793 299.954 299.919
2940000 -65545.2 296.787 299.937 299.916
2960000 -65546 296.79 299.945 299.918
2980000 -65546.8 296.791 299.946 299.919
3000000 -65547.6 296.793 299.952 299.92
3020000 -65548.4 296.796 299.968 299.921
