# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -29041.3 291.915 298.777 298.395
40000 -29040.7 292.083 299.29 298.455
60000 -29040.7 292.538 300.341 298.726
80000 -29039.8 292.688 300.183 298.982
100000 -29039.3 292.658 299.861 299.048
120000 -29038.5 292.709 300.003 299.07
140000 -29037.7 292.758 299.587 299.274
160000 -29037.2 292.787 299.442 299.361
180000 -29036.5 292.884 299.48 299.48
200000 -29036.3 292.947 299.449 299.576
220000 -29036.2 293.082 299.626 299.701
240000 -29035.9 293.092 299.646 299.708
260000 -29036.2 293.019 299.533 299.647
280000 -29036 293.026 299.646 299.619
300000 -29036 292.964 299.615 299.545
320000 -29036.1 293.031 299.758 299.589
340000 -29036 293.15 299.919 299.698
360000 -29036.1 293.185 299.755 299.799
380000 -29036.2 293.192 299.762 299.807
400000 -29036.3 293.26 299.782 299.892
420000 -29036.3 293.316 299.8 299.963
440000 -29036.3 293.291 299.866 299.906
460000 -29036.3 293.327 299.878 299.951
480000 -29036.2 293.343 299.934 299.955
500000 -29036.3 293.272 299.727 299.927
520000 -29036.4 293.287 299.627 299.981
540000 -29036.5 293.365 299.753 300.044
560000 -29037.2 293.448 299.782 300.148
580000 -29039.1 293.459 299.813 300.153
600000 -29040.9 293.432 299.772 300.129
620000 -29042.6 293.414 299.755 300.111
640000 -29044.2 293.429 299.758 300.129
660000 -29045.7 293.386 299.779 300.065
680000 -29047 293.394 299.794 300.07
700000 -29048.2 293.396 299.817 300.066
720000 -29049.4 293.414 299.81 300.093
740000 -29050.7 293.454 299.859 300.131
760000 -29052 293.46 299.884 300.13
780000 -29053.1 293.438 299.831 300.118
800000 -29055 293.391 299.818 300.058
820000 -29058.2 293.386 299.865 300.036
840000 -29061.2 293.388 299.913 300.023
860000 -29064.2 293.411 299.93 300.048
880000 -29067.2 293.395 299.953 300.02
900000 -29069.9 293.396 299.987 300.009
920000 -29072.5 293.36 299.959 299.97
940000 -29075 293.382 299.971 299.996
960000 -29077.4 293.39 299.949 300.015
980000 -29079.8 293.405 299.95 300.035
1000000 -29082 293.415 299.998 300.031
1020000 -29084.2 293.406 300.009 300.015
1040000 -29086.2 293.425 300.047 300.029
1060000 -29088.3 293.422 300.088 300.012
1080000 -29090.4 293.42 300.072 300.015
1100000 -29092.3 293.407 300.04 300.007
1120000 -29094.2 293.413 299.99 300.031
1140000 -29096.1 293.433 299.997 300.056
1160000 -29098 293.44 299.994 300.067
1180000 -29099.7 293.444 300.011 300.067
1200000 -29101.3 293.431 299.998 300.054
1220000 -29102.9 293.443 299.973 300.078
1240000 -29104.5 293.44 299.963 300.078
1260000 -29106 293.446 299.981 300.079
1280000 -29107.5 293.461 300.04 300.081
1300000 -29109 293.45 300.042 300.065
1320000 -29110.4 293.457 300.058 300.069
1340000 -29111.8 293.428 300.042 300.035
1360000 -29113.1 293.445 300.105 300.037
1380000 -29114.4 293.438 300.06 300.042
1400000 -29115.6 293.447 300.051 300.057
1420000 -29116.9 293.45 300.079 300.052
1440000 -29118.1 293.424 300.057 300.024
1460000 -29119.3 293.426 300.071 300.023
1480000 -29120.5 293.45 300.098 300.046
1500000 -29121.6 293.47 300.092 300.075
1520000 -29122.6 293.486 300.089 300.099
1540000 -29123.7 293.494 300.093 300.109
1560000 -29124.8 293.476 300.067 300.092
1580000 -29125.9 293.485 300.105 300.092
1600000 -29126.9 293.48 300.09 300.09
1620000 -29128.1 293.485 300.095 300.094
1640000 -29129.2 293.482 300.108 300.087
1660000 -29130.2 293.502 300.127 300.108
1680000 -29131.3 293.489 300.126 300.091
1700000 -29132.3 293.487 300.134 300.085
1720000 -29133.3 293.487 300.153 300.078
1740000 -29134.2 293.484 300.148 300.076
1760000 -29135.1 293.493 300.148 300.089
1780000 -29135.9 293.498 300.143 300.097
1800000 -29136.7 293.5 300.153 300.096
1820000 -29137.5 293.498 300.138 300.098
1840000 -29138.2 293.494 300.149 300.09
1860000 -29139 293.496 300.127 300.099
1880000 -29139.8 293.481 300.121 300.081
1900000 -29140.5 293.477 300.096 300.084
1920000 -29141.2 293.474 300.077 300.086
1940000 -29141.9 293.473 300.105 300.076
1960000 -29142.6 293.478 300.108 300.081
1980000 -29143.3 293.471 300.086 300.078
2000000 -29144 293.462 300.075 300.07
2020000 -29144.7 293.45 300.079 300.053
2040000 -29145.5 293.456 300.087 300.059
2060000 -29146.2 293.447 300.098 300.043
2080000 -29146.9 293.446 300.11 300.037
2100000 -29147.5 293.45 300.104 300.044
2120000 -29148.2 293.463 300.101 300.064
2140000 -29148.9 293.465 300.091 300.069
2160000 -29149.6 293.472 300.09 300.079
2180000 -29150.2 293.462 300.089 300.066
2200000 -29150.9 293.45 300.067 300.056
2220000 -29151.5 293.444 300.06 300.051
2240000 -29152 293.445 300.077 300.047
2260000 -29152.6 293.443 300.08 300.043
2280000 -29153.2 293.428 300.063 300.028
2300000 -29153.7 293.429 300.053 300.033
2320000 -29154.2 293.43 300.075 300.027
2340000 -29154.7 293.428 300.069 300.027
2360000 -29155.2 293.426 300.078 300.02
2380000 -29155.6 293.426 300.072 300.022
2400000 -29156.1 293.42 300.07 300.015
2420000 -29156.6 293.423 300.071 300.019
2440000 -29157 293.42 300.068 300.016
2460000 -29157.5 293.41 300.056 300.005
2480000 -29157.9 293.412 300.063 300.007
2500000 -29158.4 293.418 300.063 300.014
2520000 -29158.8 293.421 300.062 300.02
2540000 -29159.3 293.427 300.085 300.02
2560000 -29159.7 293.431 300.099 300.02
2580000 -29160.2 293.435 300.111 300.021
2600000 -29160.6 293.418 300.098 300.004
2620000 -29161 293.413 300.087 300
2640000 -29161.4 293.417 300.09 300.004
2660000 -29161.9 293.405 300.081 299.991
2680000 -29162.3 293.407 300.085 299.992
2700000 -29162.7 293.412 300.094 299.996
2720000 -29163.1 293.411 300.08 299.999
2740000 -29163.5 293.406 300.084 299.992
2760000 -29163.9 293.402 300.089 299.984
2780000 -29164.2 293.398 300.096 299.977
2800000 -29164.6 293.399 300.095 299.978
2820000 -29165 293.394 300.094 299.972
2840000 -29165.4 293.39 300.118 299.958
2860000 -29166.1 293.392 300.136 299.956
2880000 -29167 293.395 300.136 299.959
2900000 -29167.9 293.388 300.11 299.958
2920000 -29168.7 293.392 300.124 299.959
2940000 -29169.6 293.403 300.127 299.972
2960000 -29170.5 293.404 300.124 299.975
2980000 -29171.3 293.411 300.128 299.984
3000000 -29172.2 293.413 300.133 299.985
3020000 -29173 293.4 300.116 299.972
3040000 -29173.8 293.388 300.096 299.963
3060000 -29174.7 293.388 300.109 299.959
3080000 -29175.5 293.379 300.104 299.948
3100000 -29176.3 293.378 300.094 299.95
3120000 -29177.1 293.372 300.096 299.941
3140000 -29177.9 293.38 300.085 299.955
3160000 -29178.7 293.392 300.104 299.966
3180000 -29179.5 293.387 300.1 299.96
3200000 -29180.2 293.387 300.111 299.957
3220000 -29181 293.384 300.119 299.95
3240000 -29181.7 293.38 300.11 299.947
3260000 -29182.5 293.383 300.125 299.946
3280000 -29183.2 293.381 300.127 299.942
3300000 -29184 293.384 300.125 299.947
3320000 -29184.7 293.371 300.115 299.933
3340000 -29185.5 293.368 300.106 299.933
3360000 -29186.2 293.368 300.112 299.93
3380000 -29187 293.372 300.12 299.934
3400000 -29187.7 293.373 300.121 299.935
3420000 -29188.4 293.384 300.128 299.947
3440000 -29189.1 293.382 300.127 299.945
3460000 -29189.9 293.394 300.137 299.958
3480000 -29190.6 293.406 300.152 299.969
3500000 -29191.3 293.403 300.147 299.967
3520000 -29192 293.401 300.15 299.962
3540000 -29192.7 293.406 300.158 299.967
3560000 -29193.4 293.412 300.161 299.974
3580000 -29194 293.416 300.176 299.974
