# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -15672.3 287.908 300.227 300.198
40000 -15672.6 287.01 298.557 299.913
60000 -15672.5 286.951 298.616 299.743
80000 -15672.5 287.349 299.16 300.044
100000 -15672.6 287.757 299.23 300.785
120000 -15672.7 287.578 298.857 300.765
140000 -15672.9 287.556 299.151 300.46
160000 -15673.1 287.596 299.382 300.334
180000 -15673.2 287.559 299.362 300.279
200000 -15673.3 287.646 299.606 300.233
220000 -15673.3 287.547 299.65 299.999
240000 -15673.4 287.541 299.604 300.029
260000 -15673.4 287.397 299.439 299.892
280000 -15673.5 287.293 299.344 299.771
300000 -15673.5 287.301 299.27 299.853
320000 -15673.5 287.316 299.277 299.875
340000 -15673.4 287.34 299.277 299.922
360000 -15673.4 287.409 299.323 300.018
380000 -15673.4 287.326 299.198 299.967
400000 -15673.3 287.424 299.322 300.048
420000 -15673.2 287.488 299.431 300.078
440000 -15673.2 287.518 299.526 300.054
460000 -15673.2 287.476 299.399 300.083
480000 -15673.1 287.505 299.458 300.088
500000 -15673.1 287.576 299.578 300.122
520000 -15673.1 287.546 299.557 300.081
540000 -15673.1 287.56 299.511 300.149
560000 -15673.1 287.591 299.556 300.168
580000 -15673.2 287.584 299.561 300.152
600000 -15673.2 287.572 299.604 300.089
620000 -15673.2 287.619 299.633 300.157
640000 -15673.3 287.587 299.578 300.142
660000 -15673.4 287.598 299.623 300.124
680000 -15673.4 287.583 299.616 300.1
700000 -15673.4 287.577 299.613 300.093
720000 -15673.5 287.578 299.616 300.091
740000 -15673.5 287.571 299.63 300.065
760000 -15673.6 287.545 299.614 300.027
780000 -15673.6 287.599 299.705 300.052
800000 -15673.7 287.599 299.737 300.024
820000 -15673.7 287.595 299.738 300.016
840000 -15673.7 287.581 299.738 299.989
860000 -15673.8 287.568 299.668 300.024
880000 -15673.9 287.569 299.681 300.015
900000 -15674 287.592 299.694 300.05
920000 -15674.1 287.569 299.666 300.029
940000 -15674.1 287.577 299.714 300.003
960000 -15674.2 287.6 299.724 300.039
980000 -15674.3 287.643 299.788 300.067
1000000 -15674.3 287.685 299.83 300.113
1020000 -15674.4 287.659 299.819 300.071
1040000 -15674.4 287.654 299.804 300.073
1060000 -15674.5 287.618 299.799 300.008
1080000 -15674.6 287.619 299.777 300.029
1100000 -15674.6 287.609 299.792 299.995
1120000 -15674.7 287.588 299.829 299.923
1140000 -15674.7 287.585 299.824 299.92
1160000 -15674.7 287.592 299.841 299.919
1180000 -15674.7 287.611 299.88 299.922
1200000 -15674.8 287.612 299.878 299.926
1220000 -15674.8 287.633 299.918 299.932
1240000 -15674.8 287.641 299.93 299.937
1260000 -15674.9 287.629 299.886 299.951
1280000 -15674.9 287.63 299.874 299.964
1300000 -15674.9 287.632 299.862 299.978
1320000 -15675 287.652 299.897 299.989
1340000 -15675 287.64 299.915 299.948
1360000 -15675.1 287.675 299.946 299.989
1380000 -15675.2 287.682 299.963 299.989
1400000 -15675.2 287.689 299.961 300.003
1420000 -15675.3 287.684 299.973 299.982
1440000 -15675.3 287.693 299.993 299.983
1460000 -15675.3 287.699 299.99 299.997
1480000 -15675.3 287.702 299.993 300
1500000 -15675.3 287.72 300.008 300.022
1520000 -15675.3 287.755 300.04 300.063
1540000 -15675.3 287.744 300.03 300.051
1560000 -15675.3 287.728 300.01 300.038
1580000 -15675.3 287.719 299.999 300.029
1600000 -15675.3 287.734 300.012 300.046
1620000 -15675.3 287.718 299.996 300.029
1640000 -15675.3 287.743 300.032 300.046
1660000 -15675.3 287.751 300.015 300.077
1680000 -15675.3 287.768 300.023 300.104
1700000 -15675.3 287.791 300.046 300.127
1720000 -15675.3 287.774 300.021 300.117
1740000 -15675.3 287.77 300 300.129
1760000 -15675.3 287.772 300.002 300.131
1780000 -15675.3 287.761 299.993 300.118
1800000 -15675.3 287.761 299.996 300.113
1820000 -15675.3 287.753 299.998 300.096
1840000 -15675.3 287.767 300.003 300.12
1860000 -15675.3 287.775 300.015 300.125
1880000 -15675.2 287.775 299.995 300.143
1900000 -15675.2 287.766 299.99 300.129
1920000 -15675.3 287.757 299.986 300.114
1940000 -15675.3 287.768 300.017 300.11
1960000 -15675.3 287.808 300.05 300.159
1980000 -15675.4 287.823 300.057 300.183
2000000 -15675.4 287.816 300.049 300.176
2020000 -15675.5 287.808 300.043 300.166
2040000 -15675.5 287.821 300.065 300.171
2060000 -15675.5 287.82 300.064 300.17
2080000 -15675.5 287.805 300.037 300.165
2100000 -15675.5 287.81 300.03 300.18
2120000 -15675.5 287.826 300.072 300.174
2140000 -15675.5 287.823 300.075 300.165
2160000 -15675.5 287.819 300.067 300.164
2180000 -15675.5 287.82 300.086 300.15
2200000 -15675.5 287.806 300.066 300.141
2220000 -15675.5 287.803 300.058 300.141
2240000 -15675.5 287.798 300.05 300.139
2260000 -15675.5 287.8 300.068 300.128
2280000 -15675.5 287.814 300.086 300.138
2300000 -15675.4 287.807 300.084 300.127
2320000 -15675.4 287.81 300.086 300.131
2340000 -15675.4 287.805 300.079 300.126
2360000 -15675.4 287.796 300.063 300.123
2380000 -15675.4 287.8 300.051 300.142
2400000 -15675.4 287.798 300.058 300.133
2420000 -15675.4 287.799 300.043 300.148
2440000 -15675.3 287.797 300.047 300.139
2460000 -15675.3 287.799 300.046 300.144
2480000 -15675.3 287.791 300.015 300.155
2500000 -15675.3 287.788 300.004 300.159
2520000 -15675.2 287.79 300.009 300.158
2540000 -15675.2 287.792 300.015 300.158
2560000 -15675.2 287.795 300.014 300.164
2580000 -15675.2 287.787 300.006 300.157
2600000 -15675.2 287.779 299.996 300.148
2620000 -15675.2 287.778 299.99 300.152
2640000 -15675.2 287.782 300 300.151
2660000 -15675.1 287.792 300.009 300.162
2680000 -15675.1 287.793 300.009 300.166
2700000 -15675.1 287.784 300.003 300.153
2720000 -15675.1 287.792 300.013 300.16
2740000 -15675.1 287.808 300.028 300.178
2760000 -15675.1 287.819 300.05 300.181
2780000 -15675.1 287.813 300.053 300.166
2800000 -15675.1 287.807 300.034 300.171
2820000 -15675.1 287.807 300.039 300.166
2840000 -15675.1 287.8 300.035 300.155
2860000 -15675.1 287.797 300.03 300.155
2880000 -15675.1 287.799 300.018 300.169
2900000 -15675.1 287.799 300.011 300.175
2920000 -15675.1 287.789 300.003 300.164
2940000 -15675.1 287.792 300.004 300.168
2960000 -15675.1 287.806 300.02 300.182
2980000 -15675.1 287.805 300.023 300.176
3000000 -15675.1 287.81 300.023 300.186
3020000 -15675.1 287.81 300.021 300.189
3040000 -15675.1 287.814 300.017 300.199
3060000 -15675.1 287.821 300.024 300.207
3080000 -15675.1 287.82 300.035 300.195
3100000 -15675.1 287.824 300.03 300.207
3120000 -15675.1 287.818 300.032 300.194
3140000 -15675.1 287.814 300.024 300.193
3160000 -15675.1 287.813 300.021 300.195
3180000 -15675.1 287.815 300.034 300.186
3200000 -15675.1 287.821 300.053 300.182
3220000 -15675.1 287.825 300.059 300.184
3240000 -15675.1 287.819 300.063 300.169
3260000 -15675.1 287.832 300.075 300.184
3280000 -15675.1 287.823 300.056 300.183
3300000 -15675.1 287.83 300.066 300.188
3320000 -15675.1 287.826 300.06 300.184
3340000 -15675.2 287.832 300.055 300.202
3360000 -15675.2 287.827 300.048 300.198
3380000 -15675.2 287.836 300.058 300.207
3400000 -15675.2 287.845 300.079 300.206
3420000 -15675.2 287.854 300.086 300.217
3440000 -15675.2 287.858 300.097 300.215
3460000 -15675.2 287.847 300.079 300.21
3480000 -15675.2 287.852 300.083 300.216
3500000 -15675.2 287.848 300.077 300.213
3520000 -15675.2 287.85 300.089 300.207
3540000 -15675.2 287.848 300.087 300.204
3560000 -15675.2 287.848 300.086 300.205
3580000 -15675.2 287.848 300.088 300.203
3600000 -15675.2 287.839 300.071 300.202
3620000 -15675.2 287.836 300.062 300.203
