# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -26034.5 292.651 298.436 300.494
40000 -26035.7 292.217 298.812 299.739
60000 -26037 292.247 298.149 300.032
80000 -26038.3 292.173 298.022 299.975
100000 -26038.6 292.233 298.676 299.815
120000 -26052.7 292.551 298.856 300.195
140000 -26064.4 292.337 299.032 299.827
160000 -26072.8 292.245 299.127 299.662
180000 -26079.4 292.319 299.291 299.704
200000 -26085.6 292.316 299.397 299.659
220000 -26089.7 292.357 299.494 299.681
240000 -26093.5 292.435 299.515 299.784
260000 -26097.2 292.495 299.604 299.834
280000 -26100.3 292.411 299.481 299.762
300000 -26105.5 292.345 299.328 299.726
320000 -26113.5 292.31 299.343 299.671
340000 -26120.8 292.342 299.485 299.663
360000 -26127.3 292.334 299.584 299.615
380000 -26133.4 292.326 299.628 299.586
400000 -26139.1 292.381 299.684 299.643
420000 -26144 292.299 299.55 299.578
440000 -26148.6 292.283 299.468 299.586
460000 -26152.7 292.294 299.576 299.561
480000 -26156.6 292.313 299.747 299.524
500000 -26160.1 292.332 299.778 299.538
520000 -26163.4 292.428 299.802 299.666
540000 -26166.6 292.43 299.789 299.673
560000 -26169.6 292.479 299.842 299.722
580000 -26172.2 292.493 299.879 299.727
600000 -26174.8 292.476 299.724 299.762
620000 -26177.1 292.483 299.753 299.761
640000 -26179.3 292.464 299.762 299.731
660000 -26181.2 292.499 299.838 299.752
680000 -26183.2 292.482 299.896 299.706
700000 -26185 292.48 299.875 299.71
720000 -26186.8 292.502 299.927 299.722
740000 -26188.7 292.49 299.836 299.74
760000 -26190.4 292.494 299.878 299.729
780000 -26192 292.437 299.823 299.669
800000 -26193.6 292.46 299.833 299.699
820000 -26194.9 292.482 299.874 299.714
840000 -26196.3 292.455 299.841 299.689
860000 -26197.8 292.459 299.9 299.671
880000 -26199.1 292.487 299.877 299.719
900000 -26200.4 292.469 299.868 299.697
920000 -26201.6 292.494 299.931 299.709
940000 -26202.7 292.471 299.945 299.672
960000 -26203.8 292.475 299.972 299.667
980000 -26204.8 292.501 300.025 299.684
1000000 -26205.9 292.479 300.053 299.642
1020000 -26207 292.452 299.959 299.64
1040000 -26208 292.451 299.937 299.646
1060000 -26208.9 292.457 299.95 299.649
1080000 -26209.9 292.486 299.951 299.69
1100000 -26210.8 292.482 299.955 299.684
1120000 -26211.7 292.485 300.006 299.669
1140000 -26212.6 292.495 300.001 299.685
1160000 -26213.5 292.496 299.983 299.692
1180000 -26214.9 292.49 299.941 299.7
1200000 -26217.1 292.497 299.969 299.698
1220000 -26219.4 292.498 299.995 299.691
1240000 -26221.5 292.5 299.975 299.702
1260000 -26223.6 292.521 299.984 299.727
1280000 -26225.6 292.535 299.973 299.751
1300000 -26227.4 292.539 299.959 299.762
1320000 -26229.1 292.526 299.962 299.743
1340000 -26230.8 292.509 299.984 299.711
1360000 -26232.5 292.514 299.973 299.722
1380000 -26234.2 292.507 299.981 299.709
1400000 -26235.8 292.497 299.986 299.693
1420000 -26237.4 292.487 300.023 299.665
1440000 -26238.9 292.511 300.038 299.693
1460000 -26240.7 292.502 300.029 299.683
1480000 -26243.3 292.508 300.06 299.681
1500000 -26245.9 292.515 300.087 299.68
1520000 -26248.5 292.489 300.022 299.668
1540000 -26251.1 292.477 300.015 299.653
1560000 -26253.6 292.496 300.023 299.678
1580000 -26256 292.487 300.024 299.665
1600000 -26258.4 292.484 300.029 299.658
1620000 -26260.8 292.49 300.044 299.661
1640000 -26263.1 292.502 300.037 299.68
1660000 -26265.3 292.489 300.055 299.656
1680000 -26267.5 292.482 300.023 299.657
1700000 -26269.6 292.5 300.056 299.671
1720000 -26271.7 292.513 300.059 299.687
1740000 -26273.8 292.523 300.096 299.689
1760000 -26275.8 292.538 300.073 299.719
1780000 -26277.8 292.539 300.095 299.712
1800000 -26279.7 292.529 300.071 299.706
1820000 -26281.6 292.522 300.092 299.688
1840000 -26283.5 292.523 300.09 299.69
1860000 -26285.3 292.516 300.072 299.687
1880000 -26287.1 292.514 300.049 299.693
1900000 -26288.9 292.501 300.034 299.681
1920000 -26290.6 292.513 300.041 299.695
1940000 -26292.3 292.514 300.031 299.7
1960000 -26294 292.522 300.042 299.707
1980000 -26295.6 292.517 300.045 299.699
2000000 -26297.2 292.534 300.051 299.721
2020000 -26298.7 292.545 300.043 299.738
2040000 -26300.2 292.537 300.043 299.729
2060000 -26301.6 292.543 300.035 299.739
2080000 -26303.1 292.528 300.035 299.718
2100000 -26304.5 292.526 300.04 299.714
2120000 -26306 292.542 300.04 299.735
2140000 -26308.2 292.533 300.032 299.726
2160000 -26310.4 292.544 300.028 299.743
2180000 -26312.6 292.549 300.034 299.748
2200000 -26314.7 292.549 300.041 299.746
2220000 -26316.8 292.546 300.055 299.736
2240000 -26318.9 292.543 300.012 299.748
2260000 -26321 292.543 300.01 299.749
2280000 -26323 292.548 300.019 299.752
2300000 -26325 292.542 300 299.752
2320000 -26327 292.556 300.02 299.763
2340000 -26328.9 292.568 300.031 299.776
2360000 -26330.8 292.565 300.012 299.779
2380000 -26332.7 292.567 300.01 299.783
2400000 -26334.5 292.578 299.998 299.803
2420000 -26336.3 292.569 299.995 299.791
2440000 -26338.1 292.574 300.009 299.793
2460000 -26339.8 292.583 300.009 299.805
2480000 -26341.5 292.589 300.027 299.808
2500000 -26343.2 292.591 300.023 299.812
2520000 -26344.9 292.599 300.044 299.815
2540000 -26346.6 292.613 300.053 299.831
2560000 -26348.2 292.619 300.054 299.839
2580000 -26349.8 292.613 300.055 299.831
2600000 -26351.4 292.621 300.05 299.843
2620000 -26353 292.617 300.053 299.837
2640000 -26354.5 292.618 300.052 299.839
2660000 -26356 292.605 300.032 299.828
2680000 -26357.6 292.598 300.022 299.822
2700000 -26359.1 292.597 300.018 299.822
2720000 -26360.6 292.587 300.036 299.8
2740000 -26362 292.589 300.03 299.806
2760000 -26363.4 292.596 300.035 299.813
2780000 -26364.8 292.596 300.031 299.815
2800000 -26366.2 292.586 300.026 299.804
2820000 -26367.6 292.59 300.043 299.803
2840000 -26369 292.588 300.062 299.792
2860000 -26370.3 292.595 300.065 299.801
2880000 -26371.6 292.598 300.07 299.804
2900000 -26372.9 292.597 300.058 299.807
2920000 -26374.1 292.589 300.056 299.796
2940000 -26375.4 292.588 300.073 299.789
2960000 -26376.6 292.597 300.083 299.798
2980000 -26377.9 292.602 300.097 299.799
3000000 -26379.1 292.6 300.1 299.795
3020000 -26380.3 292.597 300.092 299.794
3040000 -26381.5 292.596 300.077 299.798
3060000 -26382.7 292.59 300.062 299.795
3080000 -26383.9 292.596 300.07 299.801
3100000 -26385 292.6 300.069 299.806
3120000 -26386.2 292.606 300.057 299.82
3140000 -26387.3 292.605 300.042 299.824
3160000 -26388.4 292.605 300.054 299.82
3180000 -26389.5 292.601 300.054 299.814
3200000 -26390.5 292.61 300.057 299.825
3220000 -26391.6 292.609 300.045 299.829
3240000 -26392.6 292.614 300.054 299.832
3260000 -26393.6 292.597 300.034 299.816
3280000 -26394.6 292.606 300.046 299.825
3300000 -26395.6 292.614 300.046 299.835
3320000 -26396.7 292.617 300.043 299.84
3340000 -26398.3 292.62 300.034 299.849
3360000 -26399.8 292.624 300.039 299.851
3380000 -26401.3 292.633 300.045 299.863
3400000 -26402.9 292.638 300.047 299.869
3420000 -26404.4 292.643 300.051 299.874
3440000 -26405.9 292.65 300.053 299.883
3460000 -26407.3 292.657 300.061 299.89
3480000 -26408.8 292.65 300.059 299.881
3500000 -26410.7 292.657 300.064 299.89
3520000 -26412.7 292.657 300.055 299.893
3540000 -26415.1 292.658 300.059 299.892
3560000 -26417.6 292.664 300.059 299.9
3580000 -26419.9 292.657 300.063 299.89
3600000 -26422.3 292.657 300.051 299.894
3620000 -26424.7 292.661 300.062 299.896
3640000 -26427.1 292.666 300.063 299.902
3660000 -26429.4 292.671 300.056 299.911
3680000 -26431.7 292.676 300.062 299.917
3700000 -26434 292.673 300.055 299.916
3720000 -26436.3 292.675 300.056 299.918
3740000 -26438.5 292.683 300.058 299.928
3760000 -26440.7 292.678 300.064 299.919
3780000 -26442.9 292.68 300.062 299.922
3800000 -26445.1 292.676 300.064 299.916
3820000 -26447.2 292.669 300.042 299.914
3840000 -26449.4 292.666 300.043 299.91
3860000 -26451.5 292.668 300.045 299.912
3880000 -26453.6 292.673 300.05 299.917
3900000 -26455.7 292.672 300.037 299.92
3920000 -26457.7 292.672 300.039 299.92
3940000 -26459.7 292.672 300.042 299.918
3960000 -26461.8 292.665 300.035 299.911
3980000 -26463.8 292.664 300.033 299.911
4000000 -26465.8 292.662 300.026 299.911
4020000 -26467.8 292.667 300.031 299.915
4040000 -26469.8 292.661 300.025 299.909
4060000 -26471.7 292.658 300.009 299.912
4080000 -26473.7 292.658 300.017 299.909
4100000 -26475.6 292.656 300.016 299.905
4120000 -26477.5 292.662 300.03 299.908
4140000 -26479.4 292.666 300.031 299.914
4160000 -26481.2 292.664 300.019 299.917
4180000 -26483.1 292.663 300.017 299.916
4200000 -26484.9 292.658 300.017 299.908
4220000 -26486.8 292.662 300.027 299.91
4240000 -26488.6 292.664 300.032 299.911
4260000 -26490.4 292.658 300.028 299.904
4280000 -26492.2 292.658 300.019 299.907
4300000 -26494 292.659 300.021 299.909
4320000 -26495.8 292.663 300.026 299.912
4340000 -26497.5 292.656 300.026 299.902
4360000 -26499.3 292.659 300.025 299.907
4380000 -26501 292.659 300.032 299.904
4400000 -26502.7 292.662 300.037 299.906
4420000 -26504.4 292.661 300.041 299.904
4440000 -26506.1 292.663 300.04 299.906
4460000 -26507.8 292.667 300.045 299.91
4480000 -26509.4 292.669 300.048 299.912
4500000 -26511 292.677 300.055 299.921
4520000 -26512.6 292.681 300.053 299.928
4540000 -26514.2 292.673 300.037 299.922
4560000 -26515.8 292.672 300.035 299.922
4580000 -26517.4 292.672 300.023 299.925
4600000 -26519 292.668 300.025 299.919
4620000 -26520.5 292.667 300.02 299.919
4640000 -26522.1 292.666 300.016 299.919
4660000 -26523.6 292.666 300.008 299.923
4680000 -26525.1 292.673 300.012 299.931
4700000 -26526.6 292.68 300.006 299.944
4720000 -26528.1 292.672 299.995 299.936
4740000 -26529.6 292.68 299.999 299.946
4760000 -26531.1 292.683 299.996 299.952
4780000 -26532.6 292.686 300.005 299.952
4800000 -26534 292.683 300.003 299.949
4820000 -26535.5 292.679 300 299.945
4840000 -26537.3 292.678 300.006 299.94
4860000 -26539.1 292.673 299.993 299.939
4880000 -26540.8 292.678 299.994 299.945
4900000 -26542.6 292.683 299.996 299.952
4920000 -26544.3 292.687 300.005 299.954
4940000 -26546.1 292.686 300.002 299.953
4960000 -26547.8 292.686 300.003 299.953
