# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -11635.4 284.058 303.705 301.042
40000 -11635.8 281.197 299.696 300.622
60000 -11636 280.975 299.235 301.004
80000 -11635.8 281.861 300.414 301.305
100000 -11635.9 281.845 300.105 302.09
120000 -11635.9 282.009 300.245 302.365
140000 -11635.9 281.899 300.286 301.81
160000 -11636 281.171 299.32 301.553
180000 -11636.1 280.896 299.093 301.078
200000 -11636 280.993 299.268 300.985
220000 -11636.1 280.664 298.719 301.176
240000 -11636.1 280.873 298.924 301.453
260000 -11636 281.035 299.232 301.255
280000 -11636 281.169 299.543 300.933
300000 -11636 281.06 299.381 300.944
320000 -11636 280.933 299.349 300.521
340000 -11636 280.97 299.427 300.455
360000 -11636 281.136 299.662 300.474
380000 -11636 281.171 299.728 300.431
400000 -11636 281.116 299.682 300.34
420000 -11636 281.223 299.791 300.468
440000 -11635.9 281.312 299.908 300.503
460000 -11635.9 281.466 300.253 300.169
480000 -11635.9 281.527 300.295 300.299
500000 -11635.8 281.836 300.643 300.576
520000 -11635.8 281.923 300.771 300.573
540000 -11635.8 281.982 300.83 300.646
560000 -11635.8 282.027 300.944 300.513
580000 -11635.7 282.045 300.987 300.465
600000 -11636.6 282.258 301.273 300.534
620000 -11639.5 282.224 301.181 300.647
640000 -11642.2 282.189 301.099 300.735
660000 -11644.7 282.149 301.076 300.637
680000 -11647.1 282.284 301.256 300.684
700000 -11649.4 282.305 301.287 300.683
720000 -11651.5 282.387 301.371 300.778
740000 -11653.6 282.322 301.264 300.813
760000 -11655.6 282.302 301.191 300.934
780000 -11657.6 282.248 301.132 300.88
800000 -11659.4 282.378 301.243 301.091
820000 -11661.1 282.287 301.132 301.037
840000 -11662.7 282.352 301.136 301.284
860000 -11664.4 282.31 301.039 301.384
880000 -11665.9 282.208 300.874 301.431
900000 -11667.4 282.182 300.871 301.335
920000 -11668.8 282.166 300.874 301.263
940000 -11670.1 282.204 300.889 301.372
960000 -11671.4 282.2 300.936 301.227
980000 -11672.6 282.163 300.889 301.206
1000000 -11673.8 282.21 300.943 301.246
1020000 -11675 282.121 300.851 301.143
1040000 -11676.1 282.094 300.829 301.096
1060000 -11677.1 282.113 300.826 301.183
1080000 -11678.2 282.124 300.856 301.143
1100000 -11679.2 282.073 300.788 301.126
1120000 -11680.2 281.958 300.647 301.053
1140000 -11681.1 281.927 300.607 301.039
1160000 -11682 281.975 300.717 300.926
1180000 -11682.9 282.02 300.79 300.906
1200000 -11683.8 282.031 300.773 300.996
1220000 -11684.6 282.048 300.798 300.997
1240000 -11685.5 281.972 300.727 300.888
1260000 -11686.2 282.021 300.815 300.844
1280000 -11687 281.983 300.76 300.842
1300000 -11687.8 281.975 300.754 300.826
1320000 -11688.5 281.965 300.751 300.798
