# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -46777.2 295.464 301.546 299.364
40000 -46778.7 296.21 302.023 300.174
60000 -46779.2 296.398 300.768 300.636
80000 -46779.2 296.127 300.667 300.329
100000 -46779.7 295.996 299.924 300.31
120000 -46779.6 295.894 299.846 300.201
140000 -46779.2 295.865 299.824 300.171
160000 -46779.4 295.819 299.599 300.157
180000 -46779.5 295.859 299.342 300.254
200000 -46779.5 295.779 299.013 300.219
220000 -46779.3 295.789 299.056 300.223
240000 -46779.3 295.795 299.156 300.212
260000 -46778.9 295.806 299.367 300.185
280000 -46778.5 295.822 299.391 300.2
300000 -46778.3 295.786 299.651 300.108
320000 -46778.6 295.744 299.694 300.05
340000 -46778.7 295.775 299.485 300.126
360000 -46778.6 295.725 299.494 300.065
380000 -46778.7 295.778 299.581 300.111
400000 -46778.6 295.811 299.698 300.129
420000 -46778.5 295.835 299.784 300.143
440000 -46778.3 295.809 299.815 300.105
460000 -46778.2 295.827 299.907 300.109
480000 -46778.3 295.803 299.978 300.067
500000 -46778.4 295.761 299.957 300.021
520000 -46778.4 295.744 300.074 299.978
540000 -46778.4 295.716 300.107 299.938
560000 -46778.3 295.683 299.968 299.924
580000 -46778 295.694 299.976 299.936
600000 -46777.9 295.7 300.014 299.936
620000 -46777.8 295.695 300.014 299.931
640000 -46777.7 295.688 300.022 299.921
660000 -46777.6 295.716 300.059 299.947
680000 -46777.7 295.737 300.163 299.953
700000 -46777.9 295.715 300.152 299.929
720000 -46778 295.725 300.129 299.945
740000 -46778.2 295.744 300.128 299.968
760000 -46778.4 295.746 300.073 299.981
780000 -46778.6 295.752 300.108 299.981
800000 -46779.2 295.768 300.045 300.013
820000 -46782.1 295.744 300.073 299.978
840000 -46784.6 295.732 300.038 299.97
860000 -46787.1 295.717 300.042 299.951
880000 -46789.6 295.732 300.093 299.96
900000 -46793.6 295.768 300.152 299.992
920000 -46797.6 295.764 300.107 299.996
940000 -46801.5 295.747 300.115 299.974
960000 -46805.3 295.749 300.142 299.971
980000 -46808.8 295.752 300.114 299.98
1000000 -46812.4 295.75 300.133 299.974
1020000 -46815.9 295.742 300.144 299.963
1040000 -46819.2 295.74 300.159 299.957
1060000 -46822.3 295.722 300.096 299.947
1080000 -46825.3 295.72 300.116 299.942
1100000 -46828.2 295.728 300.098 299.954
1120000 -46831 295.748 300.098 299.978
1140000 -46833.7 295.76 300.152 299.983
1160000 -46836.4 295.757 300.164 299.976
1180000 -46839 295.752 300.146 299.974
1200000 -46841.5 295.748 300.134 299.971
1220000 -46843.9 295.751 300.083 299.985
1240000 -46846.2 295.761 300.052 300.002
1260000 -46848.5 295.764 300.08 300.001
1280000 -46850.7 295.776 300.1 300.012
1300000 -46852.8 295.781 300.107 300.016
1320000 -46854.9 295.793 300.155 300.022
1340000 -46857 295.792 300.138 300.024
1360000 -46858.9 295.792 300.149 300.022
1380000 -46860.8 295.782 300.099 300.019
1400000 -46862.7 295.78 300.101 300.017
1420000 -46864.8 295.769 300.08 300.007
1440000 -46867.9 295.749 300.031 299.992
1460000 -46870.9 295.754 300.033 299.998
1480000 -46873.8 295.749 300.025 299.993
1500000 -46876.6 295.757 300.04 300.001
1520000 -46879.3 295.765 300.056 300.007
1540000 -46882.1 295.778 300.091 300.015
1560000 -46884.8 295.781 300.074 300.023
1580000 -46887.4 295.79 300.083 300.032
1600000 -46889.9 295.793 300.077 300.037
1620000 -46892.3 295.8 300.069 300.046
1640000 -46894.8 295.793 300.033 300.045
1660000 -46897.1 295.799 300.019 300.054
1680000 -46899.5 295.806 300.056 300.056
1700000 -46901.7 295.802 300.072 300.048
1720000 -46903.9 295.814 300.084 300.061
1740000 -46906 295.804 300.041 300.056
1760000 -46908.2 295.81 300.049 300.063
1780000 -46910.3 295.812 300.042 300.066
1800000 -46912.3 295.821 300.087 300.069
1820000 -46914.4 295.811 300.071 300.06
1840000 -46916.3 295.822 300.079 300.071
1860000 -46918.2 295.822 300.054 300.075
1880000 -46920.1 295.823 300.035 300.081
1900000 -46921.9 295.816 300.057 300.068
1920000 -46923.7 295.826 300.057 300.08
1940000 -46925.4 295.835 300.078 300.087
1960000 -46927.1 295.841 300.071 300.095
1980000 -46928.8 295.847 300.083 300.101
2000000 -46930.4 295.848 300.102 300.098
2020000 -46932 295.856 300.118 300.105
2040000 -46933.7 295.846 300.103 300.096
2060000 -46935.2 295.845 300.1 300.095
2080000 -46936.9 295.851 300.118 300.099
2100000 -46938.5 295.855 300.109 300.105
2120000 -46940 295.865 300.123 300.114
2140000 -46941.5 295.858 300.136 300.103
2160000 -46942.9 295.854 300.156 300.096
2180000 -46944.3 295.861 300.136 300.107
2200000 -46945.7 295.862 300.157 300.105
2220000 -46947.1 295.86 300.149 300.104
2240000 -46948.4 295.856 300.145 300.099
2260000 -46949.7 295.86 300.149 300.104
2280000 -46951 295.859 300.155 300.102
2300000 -46952.3 295.861 300.154 300.104
2320000 -46953.6 295.857 300.132 300.103
2340000 -46954.9 295.854 300.111 300.103
2360000 -46956.1 295.851 300.093 300.103
2380000 -46957.3 295.849 300.101 300.099
2400000 -46958.5 295.843 300.092 300.094
2420000 -46959.6 295.849 300.113 300.097
2440000 -46960.7 295.85 300.104 300.099
2460000 -46961.9 295.841 300.086 300.092
2480000 -46963 295.847 300.089 300.1
2500000 -46964.1 295.852 300.084 300.106
2520000 -46965.2 295.849 300.075 300.104
2540000 -46966.3 295.847 300.075 300.102
2560000 -46967.3 295.853 300.063 300.112
2580000 -46968.3 295.858 300.057 300.118
2600000 -46969.4 295.863 300.065 300.123
2620000 -46970.3 295.867 300.077 300.126
2640000 -46971.3 295.864 300.082 300.121
2660000 -46972.3 295.873 300.091 300.13
2680000 -46973.2 295.874 300.092 300.132
2700000 -46974.1 295.87 300.086 300.127
2720000 -46975 295.869 300.093 300.125
2740000 -46976 295.87 300.081 300.128
2760000 -46976.8 295.866 300.082 300.124
2780000 -46977.7 295.864 300.077 300.122
2800000 -46978.6 295.853 300.055 300.113
2820000 -46979.5 295.855 300.061 300.114
2840000 -46980.3 295.851 300.048 300.112
2860000 -46981.2 295.848 300.033 300.112
2880000 -46982 295.851 300.043 300.113
2900000 -46982.9 295.839 300.04 300.099
2920000 -46983.7 295.836 300.039 300.096
2940000 -46984.6 295.84 300.032 300.101
2960000 -46985.4 295.836 300.035 300.096
2980000 -46986.3 295.835 300.022 300.098
3000000 -46987.1 295.842 300.036 300.103
3020000 -46987.9 295.842 300.032 300.104
3040000 -46988.7 295.843 300.036 300.105
3060000 -46989.5 295.848 300.043 300.109
3080000 -46990.3 295.844 300.043 300.104
3100000 -46991.1 295.843 300.04 300.104
3120000 -46991.9 295.84 300.025 300.103
3140000 -46992.6 295.835 300.027 300.097
3160000 -46993.2 295.834 300.038 300.094
3180000 -46993.9 295.843 300.042 300.104
3200000 -46994.6 295.844 300.049 300.103
3220000 -46995.3 295.852 300.053 300.113
