# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -38058.9 295.781 299.673 301.28
40000 -38062.7 295.005 297.914 300.723
60000 -38090.9 294.714 298.8 300.143
80000 -38108 294.68 298.989 300.055
100000 -38118.3 294.827 299.465 300.128
120000 -38125.7 295.023 299.833 300.286
140000 -38130 295.188 299.944 300.468
160000 -38133.8 295.183 300.081 300.428
180000 -38136.7 295.146 300.054 300.389
200000 -38139.2 295.167 300.051 300.416
220000 -38141.6 295.236 300.08 300.496
240000 -38143.3 295.011 299.847 300.268
260000 -38144.6 294.935 299.718 300.203
280000 -38146.4 294.892 299.694 300.155
300000 -38153.6 294.859 299.79 300.089
320000 -38160 294.9 299.857 300.126
340000 -38165.7 294.89 299.871 300.109
360000 -38170.9 294.935 299.857 300.17
380000 -38175.5 294.964 299.955 300.183
400000 -38179.5 294.923 300.151 300.084
420000 -38183.4 294.934 300.22 300.082
440000 -38186.7 294.907 300.24 300.043
460000 -38189.9 294.897 300.359 300.002
480000 -38192.7 294.867 300.312 299.975
500000 -38195.2 294.921 300.376 300.028
520000 -38199.4 294.921 300.407 300.02
540000 -38204.6 294.947 300.429 300.049
560000 -38209.5 294.916 300.467 300
580000 -38214.3 294.899 300.425 299.988
600000 -38218.8 294.878 300.403 299.967
620000 -38222.9 294.911 300.453 299.996
640000 -38226.8 294.893 300.375 299.993
660000 -38230.4 294.935 300.414 300.036
680000 -38233.9 294.916 300.351 300.028
700000 -38237.2 294.916 300.323 300.034
720000 -38240.1 294.937 300.306 300.065
740000 -38242.9 294.948 300.321 300.075
760000 -38245.6 294.933 300.304 300.06
780000 -38248.2 294.906 300.259 300.038
800000 -38250.6 294.925 300.286 300.054
820000 -38253 294.918 300.262 300.052
840000 -38255.2 294.914 300.199 300.062
860000 -38257.3 294.92 300.221 300.064
880000 -38259.4 294.935 300.23 300.08
900000 -38261.4 294.914 300.202 300.061
920000 -38263.2 294.931 300.225 300.077
940000 -38264.9 294.959 300.277 300.1
960000 -38266.6 294.959 300.254 300.105
980000 -38268.4 294.98 300.229 300.138
1000000 -38270 295 300.239 300.16
1020000 -38271.5 294.998 300.258 300.153
1040000 -38273 295.002 300.271 300.156
1060000 -38274.4 295.012 300.299 300.161
1080000 -38275.9 295.007 300.264 300.163
1100000 -38277.3 295.016 300.249 300.178
1120000 -38278.7 295.017 300.28 300.172
1140000 -38280.1 294.993 300.239 300.152
1160000 -38281.5 294.976 300.287 300.119
1180000 -38282.8 294.957 300.242 300.105
1200000 -38284 294.949 300.196 300.107
1220000 -38285.2 294.954 300.198 300.112
1240000 -38286.2 294.965 300.209 300.123
1260000 -38287.3 294.95 300.195 300.108
1280000 -38288.2 294.97 300.221 300.126
1300000 -38289.1 294.969 300.205 300.13
1320000 -38290 294.956 300.174 300.12
1340000 -38290.9 294.96 300.183 300.123
1360000 -38291.7 294.97 300.172 300.138
1380000 -38292.6 294.986 300.192 300.154
1400000 -38293.5 294.976 300.209 300.137
1420000 -38294.3 294.975 300.196 300.139
1440000 -38295.1 294.974 300.206 300.135
1460000 -38295.9 294.99 300.228 300.151
1480000 -38296.7 294.991 300.218 300.154
1500000 -38297.4 295.006 300.204 300.176
1520000 -38298.2 295.006 300.217 300.173
1540000 -38299 294.984 300.187 300.153
1560000 -38299.6 294.965 300.162 300.134
1580000 -38300.3 294.965 300.159 300.135
1600000 -38301 294.956 300.185 300.117
1620000 -38301.6 294.973 300.213 300.132
1640000 -38302.2 294.988 300.2 300.155
1660000 -38302.8 294.995 300.198 300.163
1680000 -38303.4 294.985 300.192 300.153
1700000 -38304.1 294.984 300.197 300.15
1720000 -38304.7 294.983 300.216 300.144
1740000 -38305.4 294.966 300.195 300.128
1760000 -38305.9 294.963 300.203 300.122
1780000 -38306.6 294.95 300.194 300.108
1800000 -38307.1 294.946 300.207 300.1
1820000 -38307.6 294.937 300.216 300.086
1840000 -38308.1 294.925 300.209 300.073
1860000 -38308.7 294.919 300.197 300.068
1880000 -38309.1 294.908 300.198 300.054
