# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -32384.3 291.817 300.444 297.055
40000 -32384.2 292.584 300.488 298.053
60000 -32382.3 292.922 299.782 298.706
80000 -32381.5 293.259 299.757 299.158
100000 -32381 293.43 299.718 299.394
120000 -32380.2 293.369 299.827 299.281
140000 -32379.9 293.439 299.749 299.397
160000 -32379.8 293.522 299.599 299.55
180000 -32379.6 293.683 299.878 299.681
200000 -32379.7 293.682 299.997 299.646
220000 -32379.6 293.664 300.014 299.616
240000 -32379.9 293.791 300.093 299.761
260000 -32380 293.787 300.06 299.765
280000 -32380 293.81 299.898 299.844
300000 -32379.9 293.834 299.726 299.925
320000 -32379.7 293.798 299.665 299.895
340000 -32379.5 293.791 299.648 299.891
360000 -32379.4 293.849 299.659 299.965
380000 -32379.5 293.911 299.769 300.015
400000 -32379.5 293.944 299.896 300.021
420000 -32379.6 294.012 299.918 300.104
440000 -32379.7 293.995 299.954 300.07
460000 -32379.7 293.976 299.92 300.055
480000 -32379.7 293.963 299.874 300.052
500000 -32379.8 293.925 300.001 299.965
520000 -32379.7 293.992 300.026 300.045
540000 -32379.6 294.012 300.049 300.065
560000 -32379.5 293.98 300.075 300.016
580000 -32379.5 293.974 300.087 300.004
600000 -32379.5 293.95 300.015 299.993
620000 -32379.5 293.965 299.887 300.051
640000 -32379.6 293.926 299.923 299.989
660000 -32379.6 293.953 299.871 300.039
680000 -32379.6 293.962 299.907 300.041
700000 -32379.7 293.961 299.841 300.059
720000 -32379.7 293.955 299.789 300.066
740000 -32379.9 293.942 299.747 300.061
760000 -32379.9 293.912 299.722 300.029
780000 -32380 293.901 299.781 299.998
800000 -32380 293.9 299.739 300.009
820000 -32380.1 293.902 299.692 300.025
840000 -32380.3 293.863 299.672 299.979
860000 -32380.4 293.876 299.725 299.981
880000 -32380.4 293.86 299.728 299.959
900000 -32380.5 293.859 299.728 299.958
920000 -32380.5 293.883 299.784 299.973
940000 -32380.5 293.862 299.813 299.937
960000 -32380.4 293.861 299.828 299.931
980000 -32380.3 293.837 299.849 299.893
1000000 -32380.3 293.828 299.853 299.88
1020000 -32380.2 293.859 299.911 299.904
1040000 -32380.2 293.895 299.973 299.933
1060000 -32380.2 293.884 299.956 299.923
1080000 -32380.2 293.883 299.97 299.918
1100000 -32380.2 293.906 299.976 299.947
1120000 -32380.3 293.892 299.935 299.94
1140000 -32380.2 293.91 299.929 299.966
1160000 -32380.3 293.925 299.974 299.973
1180000 -32380.3 293.915 299.973 299.96
1200000 -32380.4 293.942 299.974 299.995
1220000 -32380.4 293.948 300.056 299.979
1240000 -32380.4 293.95 300.013 299.995
1260000 -32380.5 293.96 300.07 299.99
1280000 -32380.7 293.968 300.057 300.005
1300000 -32380.8 293.981 300.051 300.024
1320000 -32380.8 293.97 300.076 300.002
1340000 -32380.9 293.979 300.093 300.009
1360000 -32381 293.977 300.084 300.009
1380000 -32381 293.98 300.074 300.016
1400000 -32381 293.986 300.062 300.027
1420000 -32381.1 293.969 300.053 300.008
1440000 -32381.2 293.968 300.05 300.006
1460000 -32381.3 293.959 300.071 299.99
1480000 -32381.4 293.969 300.045 300.009
1500000 -32381.4 293.942 300.053 299.972
1520000 -32381.5 293.951 300.07 299.979
1540000 -32381.5 293.96 300.091 299.984
1560000 -32381.5 293.958 300.1 299.979
1580000 -32381.6 293.957 300.112 299.974
1600000 -32381.7 293.954 300.137 299.963
1620000 -32381.7 293.935 300.148 299.935
1640000 -32381.7 293.941 300.17 299.936
1660000 -32381.8 293.948 300.154 299.95
1680000 -32381.9 293.946 300.141 299.951
1700000 -32382 293.927 300.151 299.923
1720000 -32382.1 293.929 300.158 299.924
1740000 -32382.1 293.949 300.162 299.95
1760000 -32382.5 293.941 300.108 299.955
1780000 -32383.6 293.933 300.091 299.948
1800000 -32384.7 293.927 300.082 299.943
1820000 -32385.7 293.934 300.106 299.946
1840000 -32386.8 293.93 300.118 299.938
1860000 -32387.8 293.915 300.106 299.92
1880000 -32388.8 293.923 300.124 299.926
1900000 -32389.8 293.928 300.138 299.929
1920000 -32390.8 293.931 300.15 299.928
1940000 -32391.7 293.928 300.152 299.925
1960000 -32392.7 293.919 300.127 299.921
1980000 -32394.1 293.93 300.169 299.922
2000000 -32395.9 293.921 300.142 299.919
2020000 -32397.7 293.924 300.145 299.921
2040000 -32399.5 293.916 300.128 299.916
2060000 -32401.3 293.912 300.142 299.906
2080000 -32403 293.913 300.146 299.906
2100000 -32404.6 293.899 300.124 299.894
2120000 -32406.3 293.899 300.136 299.891
2140000 -32407.9 293.911 300.153 299.902
2160000 -32409.5 293.906 300.143 299.898
2180000 -32411.1 293.909 300.157 299.898
2200000 -32412.7 293.912 300.156 299.902
2220000 -32414.2 293.911 300.15 299.903
2240000 -32415.8 293.916 300.147 299.909
2260000 -32417.3 293.919 300.149 299.913
2280000 -32418.7 293.926 300.149 299.922
2300000 -32420.2 293.924 300.158 299.918
2320000 -32421.7 293.921 300.145 299.917
2340000 -32423.1 293.914 300.136 299.911
2360000 -32424.5 293.911 300.118 299.911
2380000 -32425.8 293.898 300.092 299.903
2400000 -32427.2 293.888 300.09 299.889
2420000 -32428.5 293.88 300.064 299.887
2440000 -32429.8 293.874 300.083 299.873
2460000 -32431.1 293.865 300.067 299.866
2480000 -32432.4 293.864 300.085 299.859
2500000 -32433.6 293.864 300.077 299.862
2520000 -32434.8 293.867 300.096 299.86
2540000 -32436.1 293.857 300.047 299.862
2560000 -32437.3 293.848 300.051 299.849
2580000 -32438.5 293.843 300.057 299.84
2600000 -32439.7 293.84 300.051 299.837
2620000 -32440.9 293.851 300.073 299.845
2640000 -32442 293.859 300.097 299.849
2660000 -32443.2 293.854 300.067 299.851
2680000 -32444.3 293.859 300.091 299.851
2700000 -32445.4 293.856 300.082 299.85
2720000 -32446.7 293.855 300.072 299.851
2740000 -32448.4 293.861 300.064 299.862
2760000 -32450.2 293.864 300.073 299.863
2780000 -32451.9 293.869 300.076 299.868
2800000 -32453.6 293.851 300.057 299.851
2820000 -32455.3 293.851 300.048 299.854
2840000 -32456.9 293.858 300.037 299.866
2860000 -32458.5 293.862 300.051 299.867
2880000 -32460.2 293.871 300.066 299.875
2900000 -32461.7 293.867 300.06 299.871
2920000 -32463.3 293.863 300.066 299.864
2940000 -32464.9 293.866 300.057 299.87
2960000 -32466.4 293.863 300.062 299.865
2980000 -32467.9 293.87 300.051 299.877
3000000 -32469.4 293.863 300.028 299.876
3020000 -32470.9 293.865 300.039 299.874
3040000 -32472.3 293.86 300.043 299.867
3060000 -32473.8 293.862 300.054 299.866
3080000 -32475.1 293.867 300.047 299.875
3100000 -32476.5 293.859 300.047 299.864
3120000 -32477.9 293.868 300.057 299.873
3140000 -32479.3 293.868 300.042 299.878
3160000 -32480.6 293.867 300.039 299.877
3180000 -32481.9 293.861 300.042 299.869
3200000 -32483.3 293.868 300.045 299.876
3220000 -32484.6 293.867 300.035 299.878
3240000 -32485.9 293.866 300.022 299.88
3260000 -32487.6 293.868 300.035 299.88
3280000 -32489.3 293.868 300.033 299.88
3300000 -32490.9 293.862 300.018 299.877
3320000 -32492.5 293.857 300.012 299.871
3340000 -32494.1 293.854 300.023 299.865
3360000 -32495.7 293.85 300.016 299.862
3380000 -32497.3 293.845 300.007 299.857
3400000 -32498.9 293.84 300.004 299.851
3420000 -32500.4 293.84 300 299.853
3440000 -32501.9 293.84 300.006 299.85
3460000 -32503.4 293.84 300.014 299.849
3480000 -32504.9 293.842 300.013 299.852
3500000 -32506.4 293.848 300.004 299.862
3520000 -32507.8 293.846 300.008 299.858
3540000 -32509.3 293.85 300.015 299.862
3560000 -32510.7 293.848 300.018 299.858
3580000 -32512.1 293.854 300.028 299.863
3600000 -32513.5 293.856 300.032 299.865
3620000 -32514.9 293.858 300.031 299.867
3640000 -32516.3 293.86 300.032 299.87
3660000 -32517.6 293.857 300.028 299.867
3680000 -32519 293.856 300.025 299.866
3700000 -32520.9 293.855 300.017 299.868
3720000 -32522.7 293.853 300.008 299.868
3740000 -32524.5 293.856 300.011 299.871
3760000 -32526.3 293.864 300.019 299.878
3780000 -32528.1 293.865 300.007 299.884
3800000 -32529.9 293.862 300.002 299.88
3820000 -32531.6 293.859 299.999 299.878
3840000 -32533.3 293.858 299.995 299.878
3860000 -32535.1 293.855 300 299.873
3880000 -32536.8 293.855 300.007 299.87
3900000 -32538.5 293.85 300.005 299.865
3920000 -32540.1 293.854 300.008 299.869
3940000 -32541.8 293.855 300 299.872
3960000 -32543.4 293.86 300.005 299.878
3980000 -32545 293.857 300.004 299.874
4000000 -32546.6 293.858 300.004 299.875
4020000 -32548.2 293.861 299.996 299.881
4040000 -32549.8 293.87 300.003 299.892
4060000 -32551.4 293.871 299.995 299.896
4080000 -32553 293.872 299.988 299.898
4100000 -32554.5 293.871 299.995 299.895
4120000 -32556 293.874 299.992 299.9
4140000 -32557.6 293.878 300.011 299.9
4160000 -32559 293.878 300.01 299.9
4180000 -32560.5 293.878 300.006 299.901
4200000 -32562 293.879 300.006 299.903
4220000 -32563.5 293.882 300.008 299.906
4240000 -32564.9 293.888 300.007 299.914
4260000 -32566.4 293.887 300.005 299.913
4280000 -32567.8 293.887 300.003 299.914
4300000 -32569.2 293.889 300.009 299.915
4320000 -32570.6 293.89 300 299.918
4340000 -32572.1 293.886 300 299.914
4360000 -32573.4 293.887 299.993 299.916
4380000 -32574.8 293.885 299.985 299.917
4400000 -32576.2 293.882 299.975 299.915
4420000 -32577.5 293.88 299.976 299.913
4440000 -32578.9 293.878 299.979 299.909
4460000 -32580.5 293.875 299.984 299.904
4480000 -32582.2 293.874 299.982 299.903
4500000 -32583.9 293.871 299.994 299.896
4520000 -32585.6 293.872 300 299.895
4540000 -32587.3 293.875 299.992 299.901
4560000 -32588.9 293.873 300.002 299.895
4580000 -32590.6 293.876 300.007 299.898
4600000 -32592.3 293.874 300.001 299.897
4620000 -32594 293.88 300.012 299.901
4640000 -32595.6 293.883 300.027 299.901
4660000 -32597.2 293.887 300.035 299.905
4680000 -32598.8 293.881 300.033 299.898
4700000 -32600.6 293.883 300.038 299.899
4720000 -32602.5 293.883 300.035 299.9
4740000 -32604.4 293.884 300.035 299.9
