# Time-averaged data for fix E1
# TimeStep c_PE c_Tav c_T1 c_Tm
20000 -59916 297.336 302.173 300.574
40000 -59917.4 296.931 300.06 300.413
60000 -59918.6 296.835 299.717 300.351
80000 -59918.9 296.657 299.846 300.126
100000 -59918.4 296.745 299.305 300.307
120000 -59918.7 296.614 299.217 300.168
140000 -59918.4 296.768 299.838 300.256
160000 -59918.7 296.693 299.347 300.24
180000 -59919.5 296.626 299.431 300.151
200000 -59920.1 296.596 299.181 300.152
220000 -59920.8 296.616 299.407 300.142
240000 -59921.4 296.558 299.463 300.068
260000 -59921.8 296.537 299.41 300.051
280000 -59922.3 296.555 299.377 300.076
300000 -59922.7 296.615 299.342 300.151
320000 -59923 296.598 299.259 300.143
340000 -59923.1 296.618 299.447 300.139
360000 -59923.3 296.58 299.395 300.103
380000 -59923.7 296.587 299.241 300.133
400000 -59923.9 296.554 299.277 300.09
420000 -59924.1 296.587 299.219 300.136
440000 -59924.2 296.593 299.143 300.155
460000 -59924.2 296.546 299.065 300.112
480000 -59924.2 296.545 299.02 300.117
500000 -59924.3 296.506 299.082 300.063
520000 -59924.5 296.516 299.11 300.071
540000 -59924.6 296.527 299.073 300.088
560000 -59924.5 296.545 299.18 300.093
580000 -59924.7 296.544 299.205 300.088
600000 -59924.7 296.5 299.268 300.029
620000 -59926.1 296.478 299.226 300.009
640000 -59927.8 296.422 299.21 299.946
660000 -59929.2 296.417 299.158 299.949
680000 -59930.5 296.427 299.151 299.961
700000 -59931.7 296.45 299.19 299.982
720000 -59934.8 296.479 299.225 300.011
740000 -59938.7 296.482 299.223 300.015
760000 -59942.4 296.482 299.194 300.018
780000 -59946.1 296.496 299.181 300.036
800000 -59949.4 296.512 299.247 300.045
820000 -59952.4 296.545 299.308 300.075
840000 -59955.5 296.549 299.33 300.076
860000 -59958.5 296.542 299.346 300.065
880000 -59961.3 296.561 299.435 300.075
900000 -59963.9 296.549 299.449 300.059
920000 -59966.4 296.55 299.512 300.051
940000 -59968.7 296.573 299.582 300.067
960000 -59971 296.576 299.636 300.063
980000 -59973.1 296.571 299.681 300.051
1000000 -59975.3 296.582 299.66 300.066
1020000 -59977.4 296.588 299.652 300.075
1040000 -59979.4 296.602 299.652 300.091
1060000 -59981.3 296.6 299.708 300.081
1080000 -59983.1 296.594 299.691 300.076
1100000 -59984.8 296.6 299.715 300.079
1120000 -59986.6 296.606 299.769 300.078
1140000 -59988.2 296.595 299.766 300.066
1160000 -59989.7 296.581 299.749 300.052
1180000 -59991.3 296.568 299.752 300.037
1200000 -59992.9 296.576 299.749 300.046
1220000 -59994.4 296.581 299.758 300.051
1240000 -59995.8 296.584 299.782 300.051
1260000 -59997.3 296.581 299.792 300.046
1280000 -59998.6 296.57 299.806 300.031
1300000 -59999.9 296.567 299.812 300.026
1320000 -60001.2 296.561 299.847 300.014
1340000 -60002.4 296.552 299.806 300.011
1360000 -60003.6 296.56 299.861 300.012
1380000 -60004.8 296.554 299.818 300.011
1400000 -60005.9 296.57 299.81 300.031
1420000 -60007 296.583 299.824 300.043
1440000 -60008 296.582 299.816 300.044
1460000 -60009.1 296.582 299.79 300.048
1480000 -60010 296.594 299.835 300.055
1500000 -60011 296.595 299.83 300.056
