comment:  C2-H0.1-300K-200.xyz

441 atoms
4 atom types

-27.789400  30.235500  xlo xhi
-29.245400  33.273800  ylo yhi
-27.946800  30.781100  zlo zhi

Masses

1  12.0107  O 
2  12.0107  N 
3  12.0107  C 
4  1.00794  H 

Atoms

1  1  1  0.000000  0.931393  0.699934  3.380620  #O
2  1  1  0.000000  1.886610  1.345920  2.512390  #O
3  1  1  0.000000  -0.407175  1.198330  3.376670  #O
4  1  1  0.000000  -0.747218  2.380820  2.660190  #O
5  1  1  0.000000  -1.251030  0.006000  3.389950  #O
6  1  1  0.000000  -2.470350  0.006820  2.635870  #O
7  1  1  0.000000  -0.417190  -1.162680  3.362870  #O
8  1  1  0.000000  -0.745623  -2.310400  2.591260  #O
9  1  1  0.000000  0.914668  -0.739506  3.355170  #O
10  1  1  0.000000  1.945320  -1.473250  2.725720  #O
11  1  1  0.000000  2.928670  -0.720914  1.962940  #O
12  1  1  0.000000  2.888010  0.661900  1.849760  #O
13  1  1  0.000000  1.520150  2.485070  1.819770  #O
14  1  1  0.000000  0.253660  3.091860  1.862370  #O
15  1  1  0.000000  -1.935500  2.372940  1.824050  #O
16  1  1  0.000000  1.615200  -2.709490  1.981310  #O
17  1  1  0.000000  3.174670  1.361070  0.672016  #O
18  1  1  0.000000  2.316770  2.539330  0.612776  #O
19  1  3  0.000000  3.044050  1.802230  6.100370  #C
20  1  3  0.000000  2.656380  2.800180  5.611230  #C
21  1  3  0.000000  2.267220  3.857780  5.086370  #C
22  1  3  0.000000  0.264774  -0.550684  6.410000  #C
23  1  3  0.000000  -0.023382  0.567021  6.392040  #C
24  1  3  0.000000  -0.480784  1.843600  6.213260  #C
25  1  3  0.000000  -0.778903  2.950820  6.079110  #C
26  1  1  0.000000  3.395210  0.644601  -0.558637  #O
27  1  1  0.000000  -0.351607  3.530230  0.653087  #O
28  1  1  0.000000  3.160830  -1.460280  0.740194  #O
29  1  1  0.000000  1.734940  3.014450  -0.593362  #O
30  1  1  0.000000  -2.763050  1.198450  1.829810  #O
31  1  1  0.000000  -2.872750  -1.132790  1.863310  #O
32  1  1  0.000000  -1.702770  3.075690  0.685899  #O
33  1  3  0.000000  -1.108260  4.207130  5.683560  #C
34  1  3  0.000000  -3.480890  0.688708  5.733770  #C
35  1  1  0.000000  0.381554  3.544950  -0.542343  #O
36  1  2  0.000000  -3.287850  0.735339  0.584829  #N
37  1  1  0.000000  -2.240190  2.616790  -0.560377  #O
38  1  3  0.000000  -2.936580  5.650660  2.005830  #C
39  1  3  0.000000  -2.451770  5.898480  2.961910  #C
40  1  3  0.000000  -1.484620  5.177190  5.166160  #C
41  1  1  0.000000  -2.025220  -2.297590  1.884400  #O
42  1  1  0.000000  0.248480  -3.082500  1.862870  #O
43  1  1  0.000000  -3.438090  -0.663154  0.622866  #O
44  1  3  0.000000  -3.091000  -1.867040  5.969700  #C
45  1  3  0.000000  -3.179250  -0.745046  5.859410  #C
46  1  3  0.000000  -3.649850  1.797480  5.658890  #C
47  1  1  0.000000  -3.072950  1.436040  -0.610815  #O
48  1  1  0.000000  -1.753740  -2.913250  0.610099  #O
49  1  1  0.000000  -3.213970  -1.351410  -0.616172  #O
50  1  1  0.000000  -0.366966  -3.391610  0.656872  #O
51  1  3  0.000000  -2.583480  -3.244590  5.945610  #C
52  1  3  0.000000  0.695432  -1.839700  6.489230  #C
53  1  3  0.000000  0.954539  -2.961780  6.468230  #C
54  1  1  0.000000  -2.379890  -2.486350  -0.588568  #O
55  1  1  0.000000  1.694760  -2.989190  -0.472276  #O
56  1  1  0.000000  2.354470  -2.609160  0.764410  #O
57  1  2  0.000000  0.381111  -3.480000  -0.501649  #N
58  1  3  0.000000  -1.355070  -6.206000  2.937810  #C
59  1  2  0.000000  3.462960  -0.792835  -0.497455  #N
60  1  1  0.000000  2.854540  -1.192950  -1.742310  #O
