LAMMPS data file via write_data, version 3 Mar 2020, timestep = 80000000

441 atoms
4 atom types

-2.7789400000000001e+01 3.0235499999999998e+01 xlo xhi
-2.9245400000000000e+01 3.3273800000000001e+01 ylo yhi
-2.7946800000000000e+01 3.0781099999999999e+01 zlo zhi

Masses

1 15.9994
2 15.9994
3 12.0107
4 1.00794

Atoms # full

396 1 4 6.1941028440637980e-03 3.8063482139444915e-01 -2.3713532116659525e+01 -2.1635133251297194e+01 42 -81 -336
83 1 4 6.1941028440593016e-03 -1.7125337089372597e-01 -2.3671942331248125e+01 -2.1964149590198563e+01 121 -21 -331
196 1 4 6.3525726163800866e-03 -4.8218522563240906e+00 -2.8916221098815051e+00 -2.3377779623397270e+01 -112 -73 96
279 1 4 6.3525726163806973e-03 -4.1250880037073996e+00 -3.3102282531731215e+00 -2.3390470901676881e+01 89 -11 -115
87 1 3 -2.2793341308125978e-04 -2.6091786147991449e+01 -2.9723698940718797e+00 -6.5191888873761554e+00 0 -2 -1
175 1 3 -6.1935322116214719e-05 -2.2204372118420217e+01 -3.0580541613402832e+00 -3.8739816052857368e+00 0 -2 -1
86 1 3 -1.9831593131806186e-04 -2.4632837052176605e+01 -2.7231208216292422e+00 -6.8004170905060084e+00 0 -2 -1
241 1 3 -2.7712908965610988e-04 -2.6585840736099790e+01 -4.8216363948074390e+00 -1.9818634814031335e+00 0 -2 -1
108 1 1 -2.9239664177469621e-04 -2.5316285853901405e+01 -4.7773295120196284e+00 -1.3670553297804728e+00 0 -2 -1
214 1 3 1.4823289715969711e-04 -2.7359182270109113e+01 -4.0527768064799625e+00 1.8553298348001904e-01 0 -2 -1
315 1 3 -1.2082023000110562e-04 -2.3435807583960830e+01 -3.4455928363901203e+00 -4.5581528371394562e+00 0 -2 -1
77 1 3 -2.4841340853657551e-04 -2.1082236328069950e+01 -3.5292953407446794e+00 -1.5058159705709762e+00 0 -2 -1
305 1 3 -4.8941811411593039e-04 -2.3551274067986533e+01 -3.1447477861610507e+00 -6.0088337984061608e+00 0 -2 -1
176 1 3 -2.0796130818764857e-04 -2.6557318906054707e+01 -3.6041392813552511e+00 -5.4967672674972388e+00 0 -2 -1
226 1 3 -6.4323609977791178e-05 -2.1140085503989756e+01 -3.2983101048792536e+00 8.7022411073242656e-01 0 -2 -1
330 1 3 -6.8389601830831648e-04 -2.1460848579358988e+01 -4.0829004330405052e+00 -1.6221596493613627e-01 0 -2 -1
37 1 1 -1.9154651309155959e-04 -2.3766647892317760e+01 -4.7913285596235395e+00 6.3242747053517412e-01 0 -2 -1
223 1 3 -5.3180589296547218e-05 -2.6239560710090061e+01 -4.5735734766601910e+00 7.9663016168124134e-01 0 -2 -1
137 1 3 -4.8851004313297391e-04 -2.4530013813864322e+01 -4.0613661178429927e+00 -3.8330528647294826e+00 0 -2 -1
311 1 3 1.2149504419671324e-04 -2.2990597287132871e+01 -4.3095562337631286e+00 -5.1415375930552809e-01 0 -15 25
352 1 3 -4.1852178049713723e-04 -2.5164686548072023e+01 -4.9777535296560647e+00 4.5623479911510627e-03 0 -2 -1
422 1 3 6.4901996598057789e-05 -2.4484447241567164e+01 -4.3025439596457797e+00 -2.4668623800935716e+00 0 -2 -1
243 1 3 7.1738469449677926e-06 -2.5799009238675747e+01 -3.9256891450598843e+00 -4.2353660315930544e+00 0 -2 -1
98 1 3 -4.6395541967924475e-04 -2.2019882583343872e+01 -3.8994559122830434e+00 -2.6236430058939777e+00 0 -2 -1
343 1 3 -3.9956079553445795e-04 -2.6664538725802874e+01 -4.6012246930149283e+00 -3.4842367588712149e+00 0 -2 -1
30 1 1 -4.9335395512823538e-04 -2.3168225272979228e+01 -4.5090104719865458e+00 -1.8399097383035681e+00 0 -2 -1
210 1 3 -4.6619537985417847e-04 -2.7649510428732356e+01 -4.5970842391156044e+00 -1.1807914834590845e+00 0 -2 -1
411 1 3 -1.0926374477893477e-04 -2.5712464584184001e+01 -4.0419515706154225e+00 4.7282154176759565e+00 0 -2 -1
178 1 3 -4.1726988385821367e-04 -2.6989356271656270e+01 -4.5615747844438568e+00 4.4667377850448746e+00 64 92 -12
114 1 1 -5.5775202955915537e-04 -2.7321199167250853e+01 -4.8555644842092649e+00 3.1094890006847242e+00 0 -2 -1
437 1 3 -2.4400979207193918e-04 -2.4807591676406510e+01 -2.8460882658982420e+00 6.6518828987974734e+00 0 -2 -1
407 1 3 -4.0668689097810018e-04 -2.2747882280349888e+01 -3.3268429029302444e+00 4.9764018668467616e+00 3 -7 -15
412 1 3 -2.0929334910733954e-05 -2.7236427797621580e+01 -3.3301099993666341e+00 6.1873627701128449e+00 0 -2 -1
213 1 3 -2.4318621571231894e-04 -2.3312814598349640e+01 -3.9014589114222598e+00 3.9588672777465037e+00 0 -2 -1
297 1 3 -2.0400505917877662e-04 -2.4857287768166589e+01 -4.9465022739961109e+00 2.6766020029717734e+00 0 -2 -1
94 1 3 -1.8458220979245682e-04 -2.5914194942222142e+01 -3.3156112604448262e+00 5.8969256972532706e+00 0 -2 -1
90 1 3 7.5018884564645102e-05 -2.3622551218781730e+01 -2.8710761303908852e+00 6.1565111639248240e+00 -1 -28 30
320 1 3 -2.3491248720822894e-04 -2.4709844385330545e+01 -4.4414402030180753e+00 3.8060247016795135e+00 0 -2 -1
369 1 3 -4.4789637090766887e-04 -2.2742221325211585e+01 -2.7812036091249741e+00 7.3176512270434211e+00 0 -2 -1
438 1 3 -2.1719130916202480e-06 -2.2723727440944959e+01 -3.9659975095153128e+00 2.6843913850517209e+00 0 -2 -1
200 1 3 -7.0196293015618860e-04 -2.3489972124906782e+01 -4.9431114511626539e+00 2.0224948503843243e+00 0 -2 -1
216 1 3 -3.3839469377736769e-04 -2.6220372268949902e+01 -5.0254862506780711e+00 2.2540048285788759e+00 0 -2 -1
392 1 3 -5.1657652986183966e-04 -2.1350173462783935e+01 -3.2308813642459819e+00 2.3136053478473864e+00 0 -15 25
285 1 3 -2.5041970991592638e-04 -2.1600113688674313e+01 -2.4988185071086382e+00 5.1644762761596432e+00 0 -2 -1
65 1 3 -5.8655554079881100e-04 -2.7432870118730911e+01 -2.6114548816727505e+00 7.1974280621629374e+00 20 7 -47
310 1 3 -5.8299101597206193e-04 -2.7584765511273766e+01 -7.9446874862448183e-02 -8.2126977480555823e+00 0 -2 -1
363 1 3 -3.2752678327704898e-04 -2.3115213829876641e+01 -1.3955232983006498e+00 -7.4313297367656990e+00 0 -2 -1
388 1 3 -2.0705482050895768e-05 -2.6682367435095891e+01 -1.0356909458505075e+00 -7.6651221423162959e+00 0 -2 -1
306 1 3 -5.2454096785106707e-04 -2.6067939246313180e+01 1.3797887789574910e+00 -9.3267464999367711e+00 0 -2 -1
301 1 3 8.6738219574141254e-05 -2.7163668714759460e+01 1.2315568469177076e+00 -8.5076068948669903e+00 0 -2 -1
383 1 3 9.8335147881808971e-05 -2.5451846801651744e+01 -6.0483530423189680e-01 -8.0621503877698917e+00 0 -2 -1
287 1 3 -5.4038008975383633e-04 -2.4505982904780883e+01 -1.6815671181559078e+00 -7.8789803145179444e+00 0 -2 -1
375 1 3 -4.4637678632687000e-04 -2.2230469552264520e+01 2.6928825984328313e+00 -7.7976250890461980e+00 0 -2 -1
366 1 3 -4.8189753089858400e-04 -2.4904037022865833e+01 4.3923724444850820e-01 -9.1287262821573893e+00 0 -2 -1
340 1 3 -5.3578658674285906e-04 -2.3653053503969453e+01 6.1643877010975656e-01 -8.6963517343286174e+00 3 6 6
308 1 3 4.2002678747207062e-05 -2.2844059693388711e+01 2.6714259450876292e-02 -7.4090358991936887e+00 0 -2 -1
365 1 3 -4.4608110348220292e-04 -2.1649070801361027e+01 4.1162905891759849e-01 -6.5477963377157975e+00 0 -2 -1
419 1 3 -4.9133612344900990e-04 -2.5526348265829036e+01 2.7633288361796202e+00 -9.3201278076267897e+00 0 -2 -1
307 1 3 -2.1101339396727495e-04 -2.6346540425457533e+01 3.7900542002291737e+00 -9.0002647125594724e+00 0 -2 -1
423 1 3 5.9273121138246447e-05 -2.3324700250502747e+01 2.0829178860062698e+00 -8.2152331405254806e+00 0 -2 -1
371 1 3 -1.5522481936960930e-04 -2.4249873763344254e+01 2.9987006026590368e+00 -8.4970177169104542e+00 0 -2 -1
81 1 3 -4.1835722178339531e-05 -2.3933570661734969e+01 4.1677445304219818e+00 -7.7662926414024467e+00 0 -2 -1
95 1 3 -3.1616275469373983e-04 -2.6147513177331096e+01 5.0595963516013516e+00 -8.2642103882254947e+00 0 -2 -1
424 1 3 -4.3802445653944727e-04 -2.1355834154884306e+01 1.9210211183141994e+00 -6.9173509033919451e+00 0 -2 -1
273 1 3 -3.2328166390677149e-04 -2.7326955321157076e+01 5.6652092675039460e+00 -7.8171609604070156e+00 0 -2 -1
359 1 3 -1.6939155289055416e-04 -2.4859153042746374e+01 5.1749249026525179e+00 -7.6114805244482335e+00 0 -2 -1
304 1 3 -4.4442935086090596e-04 -2.2534805656983995e+01 4.0369370318495985e+00 -7.5894480205055563e+00 0 -2 -1
79 1 3 -2.5290444265661099e-04 -2.1833610594223380e+01 4.7263227392723284e+00 -6.5108651321732491e+00 0 -2 -1
429 1 3 -2.8000365859740667e-04 -2.2809150102379142e+01 5.7991469497360804e+00 -6.3184345093994194e+00 0 -2 -1
302 1 3 -4.8613146881251734e-04 -2.7708858294144186e+01 3.7044299178139717e+00 -8.8481749604860482e+00 0 -2 -1
